"","SR","X","poligons","x","y","PSV","RPD"
"144",1.73205080756888,75008,282940,-5.125,40.875,0.295776394450804,0.0729583297422342
"146",2.23606797749979,75020,282952,-2.125,40.875,0.0886343146745224,-0.222741343011058
"148",3.16227766016838,75534,284096,-76.125,40.625,0.22926648308113,-0.117936874369209
"149",3.16227766016838,75535,284097,-75.875,40.625,0.22926648308113,-0.117936874369209
"153",2.23606797749979,75685,284579,44.625,40.625,0.296850833910448,0.0595242279889422
"154",2.44948974278318,76095,285544,-74.125,40.375,0.222679767445284,-0.0812417297606323
"155",2.23606797749979,76100,285810,-7.625,40.375,0.296850833910448,0.0595242279889422
"157",2.44948974278318,76112,285822,-4.625,40.375,0.207136065879631,-0.0341278357606323
"158",2.23606797749979,76113,285823,-4.375,40.375,0.111896452255697,-0.219572021011058
"159",2.23606797749979,76114,285824,-4.125,40.375,0.111896452255697,-0.219572021011058
"161",1.73205080756888,76236,286019,44.625,40.375,0.295776394450804,0.0729583297422342
"162",2.44948974278318,76647,286983,-74.375,40.125,0.155537334876738,-0.0817032947606323
"163",2.44948974278318,76653,287250,-7.625,40.125,0.269800037828617,0.0450334162393676
"164",1.73205080756888,76659,287256,-6.125,40.125,0.344629788536068,0.0923289327422342
"165",2,76790,287465,46.125,40.125,0.2614482032836,0.0678134249117829
"166",8.60232526704263,77190,288422,-74.625,39.875,0.250095518072483,-0.063818871818341
"167",1.4142135623731,77252,288827,26.625,39.875,0.0522540557241062,-0.139129974220107
"168",2,78928,293226,46.375,39.125,0.317217371006361,0.0599181989117829
"169",2.23606797749979,79336,294460,-5.125,38.875,0.201210043438358,-0.0636642230110578
"171",3.60555127546399,79653,295439,-120.375,38.625,0.177536085437466,-0.071745351764503
"172",3.60555127546399,79654,295440,-120.125,38.625,0.177536085437466,-0.071745351764503
"173",1.4142135623731,79658,295444,-119.125,38.625,0.0434371438038894,0.0349191817798924
"174",1.4142135623731,80863,298769,-7.875,38.125,0.0410922006940058,0.0908294177798925
"175",3,80942,298941,35.125,38.125,0.27255313999227,-0.0468665445351569
"176",1.4142135623731,81453,300382,35.375,37.875,0.28247327349507,-0.0410724972201074
"177",2.23606797749979,82183,303104,-4.125,37.375,0.234242075256808,0.0402932539889422
"182",1.4142135623731,82968,306122,30.375,36.875,0.0120075419558121,-0.154819672220107
"183",3.16227766016838,83136,306966,-118.625,36.625,0.269706094029195,0.0286463132307913
"184",4.69041575982343,84219,311339,-105.375,35.875,0.253502231021799,-0.110334652837886
"185",2,84220,311340,-105.125,35.875,0.284558444581065,-0.0273289410882171
"187",2.64575131106459,84421,312774,-106.625,35.625,0.27951371308556,0.0240515430895683
"188",4.24264068711928,84628,314215,-106.375,35.375,0.27329057583075,0.0408837031551778
"189",3.3166247903554,84829,315649,-107.875,35.125,0.268531511917452,0.0211965501913352
"190",2,85037,317089,-107.875,34.875,0.283405596716857,0.0330664359117829
"192",2,85817,322854,-106.625,33.875,0.33471483157237,0.0137071909117829
"193",1.73205080756888,85999,324302,-104.625,33.625,0.347448685893013,0.0726198363422342
"195",1.73205080756888,89036,356334,-16.625,28.125,0.347122559732837,0.0808625127422342
"196",3.3166247903554,90721,407846,-98.625,19.125,0.341504398478772,0.264876945791335
"197",2.82842712474619,90884,454025,-73.875,11.125,0.238733435653773,0.0668576428635405
"198",1.4142135623731,90912,455471,-72.375,10.875,0.253049346730586,-0.0709428302201074
"199",1.4142135623731,90940,456911,-72.375,10.625,0.253049346730586,-0.0709428302201074
"200",2.82842712474619,92478,491471,-72.375,4.625,0.316992594556048,-0.0278329691364596
"201",2.23606797749979,92479,491472,-72.125,4.625,0.691334060789965,0.186058268988942
"202",1.4142135623731,92567,492906,-73.625,4.375,0.379054630816345,0.0842138057798926
"203",1.4142135623731,94199,514489,-77.875,0.625,0.0629404554936022,-0.165479994220107
"205",1.4142135623731,96070,534650,-77.625,-2.875,0.281864886280834,-0.0689236202201074
"206",1.4142135623731,96071,534651,-77.375,-2.875,0.281864886280834,-0.0689236202201074
"207",1.4142135623731,96226,536090,-77.625,-3.125,0.281864886280834,-0.0689236202201074
"208",1.4142135623731,96227,536091,-77.375,-3.125,0.281864886280834,-0.0689236202201074
"210",1.4142135623731,96891,541848,-78.125,-4.125,NA,0.0315051557798926
"211",4.24264068711928,97409,546165,-78.875,-4.875,0.2405277082989,0.082897049555178
"212",5.8309518948453,97777,549055,-76.375,-5.375,0.249201898771422,-0.0767591263989298
"213",1.4142135623731,97779,549057,-75.875,-5.375,0.299408495936967,0.0181639987798926
"214",3.60555127546399,98134,551925,-78.875,-5.875,0.2434275982478,-0.0440104467645028
"215",5.09901951359278,98139,551930,-77.625,-5.875,0.244893653419568,-0.116019663308862
"216",5.3851648071345,98687,556252,-77.125,-6.625,0.387057475140443,0.159156556417115
"217",1.4142135623731,98693,556258,-75.625,-6.625,0.294606079625356,-0.0773180632201074
"218",1.73205080756888,99403,562011,-77.375,-7.625,0.216632891730195,0.0285485027422342
"219",3.3166247903554,99940,566337,-75.875,-8.375,0.207557453004032,-0.0554341468086648
"222",3.16227766016838,101148,576419,-75.375,-10.125,0.251925174289107,-0.00369409436920876
"225",6.2449979983984,101985,583633,-71.875,-11.375,0.231425012905441,-0.2783792254643
"226",2.44948974278318,102594,588085,-38.875,-12.125,0.11839161834052,-0.146703326460632
"229",1.73205080756888,102933,592279,-70.375,-12.875,0.225800202015966,-0.0143533372577658
"231",5.29150262212918,103524,598029,-72.875,-13.875,0.233167522464193,-0.0503603516411801
"232",1.4142135623731,103525,598030,-72.625,-13.875,0.363032523186395,-0.0058552722201074
"233",2.64575131106459,104614,608178,-55.625,-15.625,0.0933744365149145,-0.176922141210432
"234",2.64575131106459,104751,609618,-55.625,-15.875,0.0933744365149145,-0.176922141210432
"236",1.73205080756888,106005,623965,-68.875,-18.375,0.259272020983526,-0.0443555572577658
"239",2.23606797749979,107896,645659,-45.375,-22.125,0.21278023910531,-0.103448661011058
"240",1.4142135623731,110547,687319,-70.375,-29.375,0.033090186916666,-0.0309060972201074
"242",1.73205080756888,111766,708923,-69.375,-33.125,0.0271257090830395,-0.219668869257766
"243",1.73205080756888,111767,708924,-69.125,-33.125,0.0271257090830395,-0.219668869257766
"244",1.4142135623731,112131,716117,-70.875,-34.375,0.359225028402663,-0.0200676872201074
"246",1.73205080756888,112964,734832,-72.125,-37.625,0.18305628863044,-0.0470793302577658
"249",1.73205080756888,113331,743473,-71.875,-39.125,0.301700418448644,-0.0282693652577658
"251",5.29150262212918,113699,754998,-70.625,-41.125,0.221123801713655,-0.14715556704118
"252",1.4142135623731,113899,763631,-72.375,-42.625,0.271997130066251,-0.0943456862201074
"253",1.4142135623731,114042,769394,-71.625,-43.625,0.0571863235606789,-0.154380045220107
