"","SR","poligons","x","y","PSV","RPD"
"111",3.74165738677394,238404,20.875,48.625,0.31810199627807,-0.0754078512384591
"112",1.73205080756888,239762,0.375,48.375,0.200884128558317,-0.0216778384192021
"113",1.73205080756888,239779,4.625,48.375,0.200884128558317,-0.0216778384192021
"114",1.73205080756888,240976,-56.125,48.125,0.424381307650257,0.087849139780798
"115",1.73205080756888,240977,-55.875,48.125,0.424381307650257,0.087849139780798
"116",2,241266,16.375,48.125,0.246560833823077,0.00317747298338883
"117",1.73205080756888,241287,21.625,48.125,0.685994804206629,0.0447317915807979
"118",1.73205080756888,242416,-56.125,47.875,0.424381307650257,0.087849139780798
"119",1.73205080756888,242417,-55.875,47.875,0.424381307650257,0.087849139780798
"122",1.73205080756888,244114,8.375,47.625,0.609603300812714,-0.0477842452192021
"123",5.09901951359278,244157,19.125,47.625,0.420086566085145,0.0309697728675662
"124",1.4142135623731,245514,-1.625,47.375,0.0281492776811874,-0.0369344794094225
"126",1.4142135623731,245532,2.875,47.375,0.0281492776811874,-0.0369344794094225
"128",1.4142135623731,246993,8.125,47.125,0.868745837541949,0.00798685779057762
"129",1.4142135623731,248430,7.375,46.875,0.388145873757209,0.00936615759057757
"130",2.23606797749979,249866,6.375,46.625,0.284592923938341,0.0375832352321603
"131",1.73205080756888,249867,6.625,46.625,0.156318545690784,-0.0473875584192022
"132",2.44948974278318,249934,23.375,46.625,0.212479262892258,-0.07653413602163
"133",2.23606797749979,249935,23.625,46.625,0.178451139366488,-0.11793779076784
"134",2.44948974278318,251374,23.375,46.375,0.212479262892258,-0.07653413602163
"135",2.23606797749979,251375,23.625,46.375,0.178451139366488,-0.11793779076784
"136",1.73205080756888,252722,0.375,46.125,0.200884128558317,-0.0216778384192021
"137",1.73205080756888,252750,7.375,46.125,0.658621551150509,0.00735337858079793
"139",2.82842712474619,255314,-71.625,45.625,0.305530412813984,0.00219480754789658
"140",2.82842712474619,255315,-71.375,45.625,0.305530412813984,0.00219480754789658
"141",1.4142135623731,255634,8.375,45.625,0.868745837541949,0.00798685779057762
"142",2,255635,8.625,45.625,0.475607792206698,-0.0961316808166112
"143",1.4142135623731,257075,8.625,45.375,0.0955390977587505,-0.229732585209422
"144",1.73205080756888,257078,9.375,45.375,0.609603300812714,-0.0477842452192021
"145",1.4142135623731,257079,9.625,45.375,0.868745837541949,0.00798685779057762
"146",1.73205080756888,258519,9.625,45.125,0.592119427413604,-0.0519294862192021
"147",2.44948974278318,258593,28.125,45.125,0.177756709587857,-0.15868708202163
"151",1.73205080756888,259619,-75.375,44.875,0.379705107578414,0.103171788780798
"152",1.73205080756888,260005,21.125,44.875,0.319854360150195,-0.00368220041920209
"153",1.73205080756888,261057,-75.875,44.625,0.382410100243596,0.106371209780798
"154",3,261058,-75.625,44.625,0.333777046697966,0.086041582362175
"155",1.73205080756888,261059,-75.375,44.625,0.17310282807725,-0.0632646132192021
"156",1.4142135623731,261077,-70.875,44.625,0.422058483240549,0.0374951437905776
"157",1.4142135623731,261443,20.625,44.625,0.863338170310125,-0.000589423409422363
"158",1.4142135623731,261444,20.875,44.625,0.863338170310125,-0.000589423409422363
"159",1.73205080756888,261451,22.625,44.625,0.117367278849191,-0.0749674794192021
"161",1.4142135623731,262498,-75.625,44.375,0.476638333423219,0.128505437790578
"162",1.73205080756888,262499,-75.375,44.375,0.17310282807725,-0.0632646132192021
"163",2.64575131106459,262510,-72.625,44.375,0.485910266213265,0.102149739292128
"164",4.24264068711928,264346,26.375,44.125,0.310115950670249,-0.164294442032319
"165",1.73205080756888,264403,40.625,44.125,0.309001330875587,0.0435039815807979
"167",1.4142135623731,265758,19.375,43.875,NA,-0.00993801620942236
"168",1.4142135623731,265759,19.625,43.875,NA,-0.00993801620942236
"170",1.73205080756888,267139,4.625,43.625,0.200884128558317,-0.0216778384192021
"171",1.73205080756888,268092,-117.125,43.375,0.209556855504904,-0.00229740421920205
"172",2.23606797749979,268209,-87.875,43.375,0.275251131387906,-0.10279857156784
"174",2.23606797749979,269678,-80.625,43.125,0.388849465581107,0.13002038543216
"177",2.23606797749979,270094,23.375,43.125,0.317537118931225,0.0462496462321602
"178",2,271445,1.125,42.875,0.15637949671217,-0.0929890530166113
"179",1.73205080756888,271552,27.875,42.875,0.709190135732699,0.103986775780798
"181",2,273178,74.375,42.625,0.186969883958617,-0.0810048228166111
"184",1.4142135623731,277175,-6.375,41.875,0.447468081700017,0.0943872515905776
"185",1.4142135623731,277176,-6.125,41.875,0.447468081700017,0.0943872515905776
"187",1.73205080756888,280051,-7.375,41.375,0.309001330875587,0.0435039815807979
"188",1.4142135623731,280060,-5.125,41.375,0.447468081700017,0.0943872515905776
"191",2.23606797749979,281576,13.875,41.125,0.322085629686072,0.0703897512321602
"192",1.73205080756888,281577,14.125,41.125,0.199396793324817,-0.0232906444192021
"194",3.87298334620742,282570,-97.625,40.875,0.471856617643077,-0.0441970002622571
"196",1.73205080756888,282940,-5.125,40.875,0.309001330875587,0.0435039815807979
"197",2.82842712474619,282945,-3.875,40.875,0.219798704648466,-0.0600431784521035
"198",1.73205080756888,283017,14.125,40.875,0.199396793324817,-0.0232906444192021
"201",1.73205080756888,283988,-103.125,40.625,0.260314136547396,0.0250626827807979
"202",2.23606797749979,284096,-76.125,40.625,0.296748090060035,0.0554702234321602
"203",2.44948974278318,284097,-75.875,40.625,0.259540729681861,0.0148842311783701
"204",3.60555127546399,284104,-74.125,40.625,0.32699533895186,0.0060444139419521
"205",1.73205080756888,284371,-7.375,40.625,0.737224636088612,0.107413885780798
"207",1.4142135623731,284579,44.625,40.625,0.0281492776811874,-0.0369344794094225
"208",2.23606797749979,285544,-74.125,40.375,0.353025481186809,0.0393522894321602
"209",1.73205080756888,285810,-7.625,40.375,0.309001330875587,0.0435039815807979
"210",2.82842712474619,285822,-4.625,40.375,0.256518591845798,-0.0698097814521035
"211",1.4142135623731,286016,43.875,40.375,0.0281492776811874,-0.0369344794094225
"212",1.4142135623731,286017,44.125,40.375,0.0281492776811874,-0.0369344794094225
"213",1.4142135623731,286019,44.625,40.375,0.0281492776811874,-0.0369344794094225
"214",2,286983,-74.375,40.125,0.145600007185072,-0.0653013908166112
"215",1.73205080756888,287250,-7.625,40.125,0.309001330875587,0.0435039815807979
"216",3,287251,-7.375,40.125,0.442486312138831,0.127928486162175
"217",1.4142135623731,287256,-6.125,40.125,0.0281492776811874,-0.0369344794094225
"219",2.23606797749979,288707,-3.375,39.875,0.275256445802216,0.0234279092321603
"220",4.89897948556636,288713,-1.875,39.875,0.274726779753571,-0.406202899825511
"221",2.44948974278318,290145,-3.875,39.625,0.251980974865558,-0.000490574021629775
"223",2,291565,-8.875,39.375,0.237137160007234,-0.00478870401661119
"224",2,291587,-3.375,39.375,0.324495394360428,0.0639664759833889
"225",1.4142135623731,291785,46.125,39.375,0.0281492776811874,-0.0369344794094225
"227",2.23606797749979,293013,-6.875,39.125,0.624052262360354,-0.0383112955678398
"228",2.23606797749979,293014,-6.625,39.125,0.624052262360354,-0.0383112955678398
"229",1.4142135623731,293032,-2.125,39.125,0.0281492776811874,-0.0369344794094225
"230",1.4142135623731,293226,46.375,39.125,0.447468081700017,0.0943872515905776
"231",2.23606797749979,294453,-6.875,38.875,0.624052262360354,-0.0383112955678398
"232",2.23606797749979,294454,-6.625,38.875,0.624052262360354,-0.0383112955678398
"233",4.47213595499958,294460,-5.125,38.875,0.482559063324315,0.0795773782605027
"234",1.4142135623731,294472,-2.125,38.875,0.0281492776811874,-0.0369344794094225
"235",1.4142135623731,294665,46.125,38.875,0.447468081700017,0.0943872515905776
"236",2.23606797749979,295561,-89.875,38.625,0.333260132861508,0.0105337354321602
"238",3.3166247903554,298772,-7.125,38.125,0.272518132907438,-0.0288727666689513
"239",3.46410161513775,298941,35.125,38.125,0.403198338866166,0.057598077926305
"241",2.23606797749979,303097,-5.875,37.375,0.178451139366488,-0.11793779076784
"242",2,303099,-5.375,37.375,0.31100262505052,0.0394634569833889
"243",2.82842712474619,303100,-5.125,37.375,0.23743608163946,-0.114485545452103
"244",2.44948974278318,303101,-4.875,37.375,0.262027931772804,-0.0422908710216298
"245",3.16227766016838,303104,-4.125,37.375,0.456202872070599,0.0499725390886695
"246",1.73205080756888,303233,28.125,37.375,0.189602674638346,-0.0335442044192021
"247",2.64575131106459,304529,-7.875,37.125,0.316164284949008,0.103164642092128
"248",2.44948974278318,304537,-5.875,37.125,0.262027931772804,-0.0422908710216298
"249",2.23606797749979,304538,-5.625,37.125,0.178451139366488,-0.11793779076784
"250",1.73205080756888,304540,-5.125,37.125,0.199396793324817,-0.0232906444192021
"251",1.73205080756888,304551,-2.375,37.125,0.199396793324817,-0.0232906444192021
"252",1.4142135623731,304682,30.375,37.125,0.0281492776811874,-0.0369344794094225
"253",1.4142135623731,304683,30.625,37.125,0.0281492776811874,-0.0369344794094225
"254",2.64575131106459,305977,-5.875,36.875,0.355361690687388,0.0510282600921277
"255",3,305978,-5.625,36.875,0.23017260861607,-0.147998807837825
"256",1.4142135623731,306122,30.375,36.875,0.0281492776811874,-0.0369344794094225
"257",1.4142135623731,306123,30.625,36.875,0.0281492776811874,-0.0369344794094225
"258",3.46410161513775,306966,-118.625,36.625,0.413730475044849,-0.00913430687369499
"259",2,307417,-5.875,36.625,0.198103541961288,-0.0708342340166112
"260",2.44948974278318,307418,-5.625,36.625,0.177729179882779,-0.15873786602163
"261",2.82842712474619,311339,-105.375,35.875,0.241963690599732,-0.167234941252103
"263",1.73205080756888,312774,-106.625,35.625,0.381713018087915,0.036671740780798
"264",2.23606797749979,314215,-106.375,35.375,0.271855141024565,-0.0606313245678398
"265",2.82842712474619,315649,-107.875,35.125,0.261370833813645,-0.102262452252103
"266",2,317089,-107.875,34.875,0.250449641485737,-0.0806439158166112
"267",1.4142135623731,322845,-108.875,33.875,0.392085978472264,0.0444854307905777
"269",1.4142135623731,324302,-104.625,33.625,0.820639865908692,0.0250219117905777
"270",1.4142135623731,356072,-82.125,28.125,0.261245394178366,0.0129315367905776
"271",1.4142135623731,356073,-81.875,28.125,0.261245394178366,0.0129315367905776
"274",1.4142135623731,357512,-82.125,27.875,0.261245394178366,0.0129315367905776
"275",1.4142135623731,357513,-81.875,27.875,0.261245394178366,0.0129315367905776
"276",1.4142135623731,381917,-100.875,23.625,0.369683458520806,0.0282112347905776
"277",1.4142135623731,383357,-100.875,23.375,0.352441312523088,-0.0192510282094224
"279",1.4142135623731,407844,-99.125,19.125,0.261245394178366,0.0129315367905776
"280",1.4142135623731,407845,-98.875,19.125,0.261245394178366,0.0129315367905776
"281",2,407846,-98.625,19.125,0.31849797802405,0.103778054183389
"282",1.4142135623731,409284,-99.125,18.875,0.261245394178366,0.0129315367905776
"283",1.4142135623731,409285,-98.875,18.875,0.261245394178366,0.0129315367905776
"284",2,454025,-73.875,11.125,0.378674077966544,0.0747660031833888
"285",1.73205080756888,455471,-72.375,10.875,0.412059313468257,0.0747571497807979
"286",1.73205080756888,456911,-72.375,10.625,0.412059313468257,0.0747571497807979
"287",2.23606797749979,491465,-73.875,4.625,0.547326507123185,0.0746243004321602
"288",1.4142135623731,491471,-72.375,4.625,0.0211441267427421,-0.0916643432094224
"289",1.73205080756888,491472,-72.125,4.625,0.028401771451193,-0.150726621219202
"291",4.47213595499958,514548,-63.125,0.625,0.398687285735879,0.0117507344605028
"293",3.3166247903554,515988,-63.125,0.375,0.330752554932934,-0.0768612274689512
"297",4.47213595499958,518919,-50.375,-0.125,0.467513956323235,0.0925236664605027
"298",1.4142135623731,520338,-55.625,-0.375,0.434250736688778,0.0406641187905776
"299",1.4142135623731,520339,-55.375,-0.375,0.434250736688778,0.0406641187905776
"300",1.4142135623731,521689,-77.875,-0.625,0.390484656796374,0.0435485217905776
"301",2.82842712474619,521778,-55.625,-0.625,0.635067368895357,0.0822098587478965
"302",1.4142135623731,524566,-78.625,-1.125,0.360780152556536,0.0339838917905776
"305",1.4142135623731,526061,-64.875,-1.375,0.787348924906766,-0.0417264412094224
"306",1.4142135623731,528889,-77.875,-1.875,0.0124818823425588,-0.0668471472094224
"307",3.60555127546399,528895,-76.375,-1.875,0.333137278064049,-0.0925600678580477
"308",6.32455532033676,531899,-45.375,-2.375,0.426300091857549,-0.191104470001378
"309",6.32455532033676,531900,-45.125,-2.375,0.426300091857549,-0.191104470001378
"310",1.4142135623731,534650,-77.625,-2.875,NA,-0.0692348772094223
"311",1.4142135623731,534651,-77.375,-2.875,NA,-0.0692348772094223
"312",1.4142135623731,536090,-77.625,-3.125,NA,-0.0692348772094223
"313",1.4142135623731,536091,-77.375,-3.125,NA,-0.0692348772094223
"314",4,536153,-61.875,-3.125,0.346930839170802,0.0475429250861374
"315",2,536166,-58.625,-3.125,0.339669792535034,0.00572221018338887
"316",7.28010988928052,537618,-55.625,-3.375,0.398723348094541,0.0877738792121978
"317",4.79583152331272,537619,-55.375,-3.375,0.480468833688851,0.0198192465460378
"319",6.48074069840786,539058,-55.625,-3.625,0.388474554795686,0.17429627304286
"320",2.64575131106459,541848,-78.125,-4.125,0.334704019651635,0.0629452272921278
"321",5.29150262212918,543349,-62.875,-4.375,0.488592593309812,-0.0401485063857017
"322",3,546165,-78.875,-4.875,0.341541299367685,0.0508007843621749
"323",3.3166247903554,546258,-55.625,-4.875,0.343688598643729,-0.0274904954689511
"324",4.35889894354067,546260,-55.125,-4.875,0.294176797866759,-0.205987909987649
"325",4.79583152331272,549054,-76.625,-5.375,0.311191326230483,0.0508930645460379
"326",5.3851648071345,549055,-76.375,-5.375,0.333386851802717,0.0570479378843005
"327",3.74165738677394,549057,-75.875,-5.375,0.345417122174555,0.0461656689615408
"328",2.44948974278318,549201,-39.875,-5.375,0.457143051718593,0.00645929217837005
"329",4.35889894354067,549214,-36.625,-5.375,0.487005037339781,-0.120896046987649
"330",1.4142135623731,551925,-78.875,-5.875,0.168510441711467,-0.00958218720942239
"331",5.74456264653803,551930,-77.625,-5.875,0.314348106787871,0.0348144659403842
"332",2.23606797749979,556252,-77.125,-6.625,0.580497122892201,0.16731473343216
"333",3.87298334620742,556258,-75.625,-6.625,0.485322332942507,-0.0133570982622572
"335",2.23606797749979,562011,-77.375,-7.625,0.251298644425275,0.00566857543216032
"336",1.73205080756888,564897,-75.875,-8.125,0.410653771761309,0.0694248865807979
"337",2,567826,-63.625,-8.625,0.194031659623124,-0.0289144038166111
"338",4.47213595499958,567827,-63.375,-8.625,0.371058044635406,0.128101623460503
"340",2.64575131106459,569266,-63.625,-8.875,0.36894537294983,0.0866597882921278
"341",2.44948974278318,569267,-63.375,-8.875,0.297053595728692,0.01945352817837
"342",1.4142135623731,575090,-47.625,-9.875,0.818001138473781,0.0323878287905777
"345",4.24264068711928,577885,-68.875,-10.375,0.480248088653749,0.0151004651676815
"347",3.16227766016838,582328,-38.125,-11.125,0.555099472243504,0.0497020462886694
"348",2.23606797749979,583633,-71.875,-11.375,0.498135337127038,0.00303393843216027
"350",6.40312423743285,583641,-69.875,-11.375,0.551805868261864,0.0756162069994604
"351",1.73205080756888,586500,-75.125,-11.875,0.419601672747994,0.0899160375807981
"352",2.64575131106459,586563,-59.375,-11.875,0.449004385515281,0.0130875282921277
"355",3.74165738677394,588007,-58.375,-12.125,0.661289133229851,-0.000255087038459223
"356",3.16227766016838,588085,-38.875,-12.125,0.454502647252251,0.0388061752886694
"357",2.23606797749979,590968,-38.125,-12.625,0.635027153932929,0.00644530843216023
"359",4,592279,-70.375,-12.875,0.399803481112671,0.0589583770861376
"360",2.82842712474619,593764,-59.125,-13.125,0.616261767089535,0.0938920827478964
"361",2.82842712474619,593765,-58.875,-13.125,0.616261767089535,0.0938920827478964
"362",2.44948974278318,595272,-42.125,-13.375,0.58623012837084,0.0753771331783701
"363",2,598029,-72.875,-13.875,0.275409892486511,-0.0164845288166112
"364",1.73205080756888,599576,-46.125,-14.125,0.681044893079199,0.0435957697807979
"365",3.16227766016838,599597,-40.875,-14.125,0.617790664914519,-0.0972734397113306
"366",3.74165738677394,601015,-46.375,-14.375,0.501186904564889,0.0221934779615407
"367",3,602424,-54.125,-14.625,0.582610563620909,0.0261567473621749
"368",4,603903,-44.375,-14.875,0.535071310566537,-0.0983365479138624
"369",1.4142135623731,606685,-68.875,-15.375,0.432455336576395,0.0817494237905776
"371",1.73205080756888,608169,-57.875,-15.625,0.390617314433923,0.0584938907807979
"372",1.4142135623731,608177,-55.875,-15.625,0.0320982711168427,-0.216330751209422
"373",2.23606797749979,608178,-55.625,-15.625,0.58920948293279,-0.0620030835678397
"374",1.4142135623731,608179,-55.375,-15.625,0.0515514328325726,-0.214706924209422
"375",4.24264068711928,608236,-41.125,-15.625,0.411633121623619,0.126509882167681
"376",4.24264068711928,608237,-40.875,-15.625,0.411633121623619,0.126509882167681
"377",1.73205080756888,609615,-56.375,-15.875,0.619300000782714,0.013715803780798
"378",2.23606797749979,609618,-55.625,-15.875,0.58920948293279,-0.0620030835678397
"379",1.4142135623731,613881,-69.875,-16.625,0.439308243509424,0.0548045317905776
"381",4.47213595499958,613992,-42.125,-16.625,0.424721688090713,0.0288190964605026
"382",4.58257569495584,615424,-44.125,-16.875,0.535379925819221,-0.117245189105856
"383",1.4142135623731,616762,-69.625,-17.125,0.0144077661036839,-0.0501833762094224
"384",1.4142135623731,616850,-47.625,-17.125,0.228049603648028,-0.00830499120942241
"385",1.4142135623731,618202,-69.625,-17.375,0.0144077661036839,-0.0501833762094224
"387",4.12310562561766,618301,-44.875,-17.375,0.516086196738726,0.0480338577403676
"390",5,622632,-42.125,-18.125,0.344540635409569,0.069936894729931
"391",4.69041575982343,622633,-41.875,-18.125,0.449773842199523,0.162328347399666
"392",3.16227766016838,622642,-39.625,-18.125,0.62020839162681,0.15501921628867
"393",3.87298334620742,624013,-56.875,-18.375,0.529801785223772,0.031361768737743
"394",1.4142135623731,629787,-53.375,-19.375,0.228049603648028,-0.00830499120942241
"397",2.44948974278318,631227,-53.375,-19.625,0.492080475235753,0.0384094121783701
"399",2.23606797749979,635590,-42.625,-20.375,0.222762362864744,-0.0488226035678399
"402",1.73205080756888,645588,-63.125,-22.125,0.120357688710415,-0.0680609222192021
"403",4.24264068711928,645659,-45.375,-22.125,0.480821501135058,0.139875719167681
"404",1.73205080756888,647028,-63.125,-22.375,0.120357688710415,-0.0680609222192021
"405",3.87298334620742,647099,-45.375,-22.375,0.560159604830683,0.0254455867377429
"407",1.4142135623731,658586,-53.625,-24.375,0.150260002814964,0.0140078397905777
"409",3,658611,-47.375,-24.375,0.45592633013021,0.169277400362175
"410",2,660051,-47.375,-24.625,0.565725534334158,0.0249306441833888
"411",1.4142135623731,661449,-57.875,-24.875,0.160454294779172,-0.193197128209422
"412",1.4142135623731,662887,-58.375,-25.125,0.160454294779172,-0.193197128209422
"418",2.82842712474619,680197,-50.875,-28.125,0.530985718336808,-0.179305589252104
"419",4.35889894354067,683081,-49.875,-28.625,0.403604756858344,-0.186676992987649
"420",1.73205080756888,683083,-49.375,-28.625,0.791042674891916,-0.0894662122192021
"421",1.4142135623731,683084,-49.125,-28.625,0.0234874863855021,-0.0630808752094224
"422",1.4142135623731,685908,-63.125,-29.125,0.409160516973933,0.0585391547905777
"423",1.4142135623731,685909,-62.875,-29.125,0.409160516973933,0.0585391547905777
"424",1.73205080756888,687319,-70.375,-29.375,0.0961555252971635,-0.102961059219202
"425",3.74165738677394,690254,-56.625,-29.875,0.488033739092108,0.0105998719615408
"426",2.23606797749979,693108,-63.125,-30.375,0.356820464715884,0.0271756404321602
"428",1.4142135623731,697397,-70.875,-31.125,0.402142973753377,0.0526004337905777
"432",2,707478,-70.625,-32.875,0.283433805010826,-0.00717914281661119
"433",1.4142135623731,707484,-69.125,-32.875,0.0510435628816879,-0.0179873372094224
"436",1.4142135623731,708922,-69.625,-33.125,0.206393840105504,0.0368874277905776
"440",1.4142135623731,710358,-70.625,-33.375,0.473555678654219,0.120423630790578
"441",1.4142135623731,714682,-69.625,-34.125,0.423600775051843,0.0744817917905776
"443",1.4142135623731,717557,-70.875,-34.625,0.473555678654219,0.120423630790578
"445",2.44948974278318,721873,-71.875,-35.375,0.402959955840395,0.18959633117837
"446",1.4142135623731,721906,-63.625,-35.375,0.237649486630999,0.0176644087905776
"447",1.4142135623731,726196,-71.125,-36.125,0.206393840105504,0.0368874277905776
"448",1.73205080756888,727634,-71.625,-36.375,0.565149777174637,0.000606454780798016
"449",1.4142135623731,734832,-72.125,-37.625,0.408730214828051,0.0251453847905776
"450",1.4142135623731,739149,-72.875,-38.375,0.449468286475352,0.0620926247905776
"451",1.4142135623731,740600,-70.125,-38.625,0.206393840105504,0.0368874277905776
"452",1.73205080756888,744909,-72.875,-39.375,0.351477432814326,0.0380461377807979
"453",1.4142135623731,744913,-71.875,-39.375,0.206393840105504,0.0368874277905776
"456",3.60555127546399,754998,-70.625,-41.125,0.526512470591299,0.0157681621419521
"458",1.4142135623731,769394,-71.625,-43.625,0.392166119863218,0.0448226447905776
