"","x","y","Temperature","Temperature_seasonality","Rain_seasonality","Precipitation","Humanpopdens","Human_footprint","PET","Ec.Het","EVI","Host_richness","Degree_of_generalism"
"40",-38.125,-11.125,1.24343619095637,-1.083825410034,-0.215315800005464,-0.367240759998123,-0.160571824140916,-0.0250763740266693,1.14493286196241,0.407508433002571,0.263931951003165,0.614888976001177,-0.0752821399722363
"41",-38.125,-12.625,1.36186102195449,-1.17389537203435,0.122020777993771,1.05987129104084,-0.157180878141334,1.02738111996845,0.67601596797415,0.243739212003973,0.722292317998104,0.750416937002092,0.444046281041548
"42",-38.875,-12.125,1.16998281395755,-1.085247075034,-0.754047349004241,-0.0971569259907481,0.318010002800076,0.810191774969453,0.670204736974295,0.868239714998625,0.303666684002726,0.821407773002571,-0.862471207993131
"43",-39.625,-18.125,1.29965050895548,-1.10314883003407,-0.678524235004413,0.672796663030275,-0.202539450135742,-0.538391341024286,0.663947549974452,-0.157196097992593,1.30149331999171,1.23444536800536,-0.334863381979126
"44",-39.875,-5.375,1.30114955795546,-1.31155370003489,2.0050637639895,-0.427443694999767,-0.214979174134208,-0.456676205024666,1.06696970596436,-0.453824787990053,0.0185749000058739,0.330925628999259,-1.12449762300009
"45",-4.125,37.375,0.20459558197293,0.377982953971716,0.431665546993068,-0.691282817006971,-0.156751574141387,0.256397731972024,0.182950941986492,-0.534319056989363,-0.798089046985109,-0.624223810007192,0.5326387610439
"46",-4.625,40.375,-0.213638949020405,0.360548851971647,-0.464542077004898,-0.927801319013429,-0.182815878138174,-0.315463757025321,-0.218134866003468,-0.30121521999136,-0.284731814990777,-0.643584947007323,-0.266465459977311
"47",-4.875,37.375,0.463181447968809,0.262323020971263,0.74382775299236,-0.596148518004373,-0.112696371146819,0.749895352969733,0.313012144983236,-0.368360439990785,-0.982030840983078,-0.58550153500693,0.317039257038177
"48",-40.875,-14.125,1.17747805695743,-1.13100224103418,1.41598347199083,-0.661718004006163,-0.21618144813406,-0.276527788025502,1.01919256696556,1.01569813099736,-0.469902274988733,0.931120884003312,-1.13744425200043
"49",-40.875,-15.625,0.949622684961057,-1.083526112034,0.310828563993342,-0.213464703993924,-0.198646404136222,-0.370614121025065,0.85860109896958,0.164597540004651,0.872181947996449,0.937574597003356,-0.833374689992358
"50",-41.125,-15.625,0.972857936960687,-1.08173032403399,0.957809910991874,-0.303817893996391,-0.190617730137212,-0.427640293024801,0.918021505968092,0.138136090004878,0.660896399998782,0.776231786002266,-0.833374689992358
"51",-41.875,-18.125,1.12426183495827,-1.03952932003383,1.2976639259911,0.187465381017023,-0.222371598133297,-0.208731535025817,1.27577854395914,-0.512222468989553,0.629892823999124,1.13763968200471,-0.998566720996743
"52",-42.125,-13.375,0.952620781961009,-1.19879321603445,1.40087884899087,-0.228491043994334,-0.193365072136873,-0.345418760025182,1.23607214596013,-0.497851164989676,-0.134521550992436,0.750416937002092,-0.55916848498508
"53",-42.125,-16.625,1.08678562295887,-1.01461277003373,1.7407328639901,-0.248786360994888,-0.212896040134465,-0.322722125025288,1.50787535195333,-0.228446233991983,0.354760820002162,0.653611250001438,-0.818576283991966
"54",-42.125,-18.125,1.14075136895801,-1.01736256903374,1.41850090899083,0.160632630016291,-0.224660855133014,-0.246477103025642,1.29223015495873,-0.393145945990572,0.629173165999132,1.09891740800445,-1.21979842400261
"55",-42.625,-20.375,0.934632199961296,-0.918556849033352,1.28255930299114,0.259279579018984,-0.178074119138758,0.121796610972649,1.0936226909637,-0.919181315986067,0.529273036000235,1.64102925100811,-1.10511267799957
"56",-44.125,-16.875,0.96011602496089,-1.07400469703396,1.67276206099025,0.393736055022656,-0.222085362133332,-0.178608012025957,1.32014681995803,-0.907319285986169,0.0524858640054995,0.87303747300292,-0.30148448297824
"57",-44.375,-14.875,1.17373043495749,-1.15739657503429,1.86408728398982,-0.0286602309888778,-0.219139331133695,-0.253461779025609,1.50517160595339,-0.753797254987484,0.21092729800375,0.860130048002833,-0.297867391978144
"58",-44.875,-17.375,1.20745902695695,-0.979931625033592,1.74325030099009,0.128530902015414,-0.0781025921510845,0.292704283971856,1.56832940295181,-0.73326681998766,-0.0950665199928713,1.01501914600388,-0.452053411982237
"59",-45.125,-2.375,1.64593071194996,-1.42137732403532,1.30773367399108,1.6111623540559,-0.211977907134578,-0.314992468025323,1.14306063096246,0.440755157002286,1.0664336209943,1.08600998300436,-1.07086516899866
"60",-45.375,-2.375,1.64817928494992,-1.41514818703529,1.10382126499154,2.12576572906995,-0.21058298413475,-0.626270093023878,1.16248904296197,0.572838525001155,0.909667548996035,1.11827854500458,-1.07086516899866
"61",-45.375,-22.125,0.57860818196697,-0.88222956703321,1.19696643999133,0.861504082035428,-0.175724413139048,-0.105639246026295,0.939565758967553,-0.526137541989433,1.02383233699477,1.76364978700893,-0.310396119978477
"62",-45.375,-22.375,0.52464243596783,-0.861858603033131,1.1214433249915,1.0104990300395,-0.00999213115948229,0.281445504971908,0.756466418972136,-0.549039936989237,0.993175140995113,1.95726116001024,0.2086380280353
"63",-46.125,-14.125,1.19996378395707,-1.26667772103471,1.44367527999077,0.636791991029292,-0.229231895132451,-0.728031598023406,1.3411673059575,-0.45063116399008,-0.484807034988568,0.743963224002048,0.386525245040021
"64",-46.375,-14.375,1.33487814895492,-1.28014612703477,1.46633221499072,0.440668975023937,-0.202160481135789,-0.454383499024676,1.3130940349582,-0.498079280989674,0.338192340002345,0.795592924002397,-0.119768503973417
"65",-47.375,-24.375,0.903901705961786,-0.773341249032785,-0.0139208280059208,1.30126847504744,-0.193844927136814,-0.650933911023764,0.45586644397966,0.699002483000074,1.58895068198853,1.82818691100937,-0.335717640979149
"66",-47.375,-24.625,0.993095091960364,-0.761257096032738,-0.237972734005412,1.3256618850481,-0.218304671133798,-0.430688676024786,0.465837964979411,0.552509394001329,1.39341875999069,1.79591834900915,-0.190899400975305
"67",-47.625,-17.125,1.07479323495906,-1.14806222203425,1.01571096499174,0.525850762026263,-0.228659423132521,-0.37387255002505,1.38210444695648,-0.841621893986731,0.158138415004333,1.11182483200453,0.713527701048701
"68",-47.625,-9.875,1.55149065695147,-1.38168294003516,1.29262905099111,0.868139090035609,-0.223712460133131,-1.06525691302184,1.7886305509463,0.0770010170054012,0.134765434004591,0.743963224002048,1.21244911306194
"69",-49.125,-28.625,0.736757797964449,-0.651583121032309,-0.915163327003875,0.597664961028224,-0.11350121214672,0.766048649969658,0.350603328982295,0.199932139004348,0.696645021998387,1.15054710700479,-0.207063883975734
"70",-49.375,-28.625,0.705277779964951,-0.640471687032265,-0.839640212004047,0.580101706027744,0.333261262798196,0.717405584969884,0.505353043978422,0.11332926100509,0.798948963997258,1.18281566900501,-0.8801429489936
"71",-49.875,-28.625,0.190354620973157,-0.754597718032712,-1.23487784500315,1.02845257903999,-0.226111698132835,-0.624838494023885,0.0290890889903433,-0.105329683993037,0.549302974000014,1.20863051900519,-0.56558508598525
"72",-5.125,37.125,0.361246149970434,0.175395686970924,0.834455490992154,-0.514869676002154,-0.177046570138885,0.36498907597152,0.205360779985931,-0.3081557849913,-0.989718063982993,-0.520964411006494,0.894047633053493
"73",-5.125,37.375,0.498409086968248,0.254017504971231,0.758932375992325,-0.595367929004352,-0.170946958139637,0.385906118971423,0.376545428981646,-0.389799026990601,-1.10272128498175,-0.546779261006669,0.656694461047192
"74",-5.125,38.875,0.28929182197158,0.499516608972191,0.192509017993611,-0.801345882009976,-0.217532658133893,-0.321962911025291,0.350365057982301,-0.651829427988357,-0.871325855984301,-0.611316385007105,0.520934239043589
"75",-5.125,40.875,-0.225631337020214,0.288380644971365,-0.532512880004744,-0.967806511014521,-0.203046516135679,0.068349501972897,-0.195850221004026,-0.389267974990606,-0.722400358985945,-0.708122071007758,2.74384806310259
"76",-5.125,41.375,-0.128193185021767,0.285312841971353,-0.575309312004647,-1.0110316330157,-0.20814702713505,0.356157824971561,-0.125679508005783,-0.609856093988716,-0.954280559983385,-0.682307222007584,2.64457795909996
"77",-5.375,37.375,0.520894814967889,0.248966852971211,0.789141621992257,-0.620249207005031,-0.165202217140345,0.566092777970587,0.445145751979929,-0.321212701991188,-1.05673799798225,-0.540325548006625,0.233038117035947
"78",-5.625,36.625,0.355999479970517,-0.0545960440299753,0.9905365939918,-0.410856176999314,-0.117227330146261,0.297463741971833,-0.132072866005623,-0.134532859992787,-0.0747967859930951,-0.520964411006494,0.866360560052758
"79",-5.625,36.875,0.427953807969371,0.0460802879704182,0.922565790991954,-0.522968288002375,-0.133233495144287,0.390439760971402,0.0616326889895287,-0.0830281399932283,-0.75183068898562,-0.488695849006277,0.308016945037938
"80",-5.625,37.125,0.507403377968104,0.158504061970858,0.862147298992091,-0.616834130004938,-0.111662976146947,0.878535048969136,0.33363223198272,-0.187047625992337,-0.986837292983025,-0.514510699006451,0.210088410035338
"81",-5.875,36.625,0.448190962969048,-0.0796809500300734,0.930118101991937,-0.515357545002167,-0.0858737281501263,0.872433375969164,-0.263439484002334,-0.0891210329931761,-0.556793273987773,-0.501603274006364,1.16081744706057
"82",-5.875,36.875,0.472925262968654,0.0423764759704038,0.862147298992091,-0.593221309004293,-0.121059834145788,0.739417709969782,-0.0400685520079256,-0.036357996993628,-0.922150239983739,-0.469334712006146,1.33919393606531
"83",-5.875,37.125,0.556871978967316,0.157269457970853,0.801728807992228,-0.663084035006201,0.0239985058363268,1.03835526496839,0.287262490983881,-0.151086147992645,-0.800498561985083,-0.520964411006494,0.447379452041637
"84",-5.875,37.375,0.588351996966814,0.270235709971294,0.733758004992382,-0.680354569006672,1.37002497267037,2.12964042596333,0.514929306978182,-0.210240390992139,-0.93927229198355,-0.520964411006494,0.210088410035338
"85",-50.375,-0.125,1.63843546995008,-1.37399472503513,0.74382775299236,3.8307675051165,-0.193522192136854,-1.04061014702196,0.970190950966786,0.0499804090056326,1.17983709799305,1.64102925100811,-1.10560151499958
"86",-50.875,-28.125,0.369490916970302,-0.646008698032287,-1.38088919900282,1.01245050303955,-0.22785808713262,-0.531502268024318,0.27330389498423,-0.819038415986925,0.748708621997812,1.02147285800392,-0.407446445981053
"87",-53.375,-19.375,1.23444189995652,-1.07828839803398,0.610403584992662,0.772419349032996,-0.229294792132443,-0.600492087023998,1.31862980695806,-0.934465083985936,-0.00598326399385491,1.05374142100414,0.713527701048701
"88",-53.375,-19.625,1.26966953895596,-1.07282621203396,0.560054841992777,0.729486948031823,-0.229430598132426,-0.583532348024077,1.32737227595785,-0.956592329985747,0.0691228360053158,1.05374142100414,-0.0159276209706609
"89",-53.625,-24.375,0.873920735962263,-0.63388713303224,-0.857262272004007,0.79749577503368,-0.169194094139853,0.0482846259729901,1.12347163596295,-0.343416669990998,0.541810969000097,1.47323272800697,-1.42881702300816
"90",-54.125,-14.625,1.11301897095845,-1.12378167903415,1.25738493099119,1.40645285905031,-0.229343338132437,-0.672317544023665,1.62033981295051,-0.569935803989058,0.00883507800598148,1.32479734200597,-0.299244487978181
"91",-55.125,-4.875,1.49977348395229,-1.39930410403523,0.489566600992937,1.66824293405746,-0.229736517132388,-1.31733020802067,1.43536406495514,-1.2542836389832,2.04276010598352,1.78946463700911,-1.2155017980025
"92",-55.375,-0.375,1.45555155295299,-1.34876017103503,0.177404394993645,1.73078763605916,-0.229775641132384,-1.21278284302116,1.25787189895959,-1.19725465298369,1.93492241098472,1.17636195700497,-0.159529221974472
"93",-55.375,-15.625,1.11826564095837,-1.1365018400342,0.892356544992022,1.01889036303973,-0.226668907132767,-0.248035298025634,1.37627064295662,-0.686959282988056,0.484508369000729,1.47968644100702,-0.762137690990467
"94",-55.375,-3.375,1.55074113295148,-1.3912791790352,0.610403584992662,1.29863398704736,-0.2272059471327,-1.20069875502121,1.34317967895745,0.894340447998401,0.634150073999077,2.12505768301138,-1.19547791800197
"95",-55.625,-0.375,1.49977348395229,-1.35158479503505,0.149712586993708,1.87783111106318,-0.229742105132388,-1.21302414002115,1.29026124395877,-1.14798160798411,1.92165766498486,1.1957230940051,-0.159529221974472
"96",-55.625,-0.625,1.50427062895222,-1.34870405203503,0.106916154993805,1.90837166006401,-0.229748678132387,-1.21306788202115,1.27956612795904,-1.02114914298519,1.91033806598499,1.20217680600514,-0.824348837992119
"97",-55.625,-15.625,1.36186102195449,-1.13190013503419,0.88480423399204,0.740220048032116,-0.227788193132629,-0.241690758025664,1.44157225195499,-0.707945949987876,0.720056010998129,1.5506772770075,-0.984364134996366
"98",-55.625,-15.875,1.42257248595352,-1.11394226103412,0.915013478991971,0.673479679030294,-0.22632085513281,-0.55061655002423,1.49656870095361,-0.589097542988894,0.717282668998159,1.47323272800697,-0.984364134996366
"99",-55.625,-3.375,1.5492420839515,-1.38940856703519,0.602851272992679,1.5563259690544,-0.229016181132477,-1.30263938402074,1.3331830119577,0.915327114998222,1.95596698898448,2.0540668460109,-1.09010042999917
"100",-55.625,-3.625,1.55748685095137,-1.39535711303522,0.514740972992879,1.505099808053,-0.228397947132554,-1.29351719502078,1.35210773595723,-0.141762174992725,1.80186691098618,2.0992428330112,-1.07720029199883
"101",-55.625,-4.875,1.51326491995207,-1.39543193703522,0.288171629993394,1.94057096106489,-0.2296425761324,-1.22091926102112,1.42023198295552,-1.16326537698398,1.95280506198452,1.78946463700911,-1.10484247499956
"102",-55.875,-15.625,1.48553252295252,-1.13161954303419,0.88480423399204,0.556976753027113,-0.119668967145959,0.121065446972652,1.49237947695372,-0.69585580498798,0.410830829001543,1.5958532640078,-0.539911246984569
"103",-55.875,47.875,-1.09133184400642,0.717050064973041,-1.25249990500311,0.835159200034709,-0.220486617133529,-1.1383707540215,-1.20545331997875,-0.200074510992226,-0.312321323990473,-0.798474045008369,-0.51958778898403
"104",-55.875,48.125,-1.12431091100589,0.803004680973377,-1.29277889900302,0.711923693031344,-0.229775641132384,-1.26959006702089,-1.17512245897951,-0.28128226599153,-1.17386088798096,-0.817835182008499,-0.51958778898403
"105",-56.125,47.875,-1.13180615400577,0.710839632973017,-1.26005221600309,0.780420388033214,-0.229770251132384,-1.22676028102109,-1.24004766197789,-0.188410069992326,-0.628896032986977,-0.798474045008369,-0.51958778898403
"106",-56.125,48.125,-1.17302998700512,0.793876094973341,-1.29277889900302,0.682944322030553,-0.229773110132384,-1.3118054920207,-1.19776432097895,-0.269725179991629,-0.770990164985408,-0.817835182008499,-0.51958778898403
"107",-56.375,-15.875,1.47803727995264,-1.1110054000341,0.76144981299232,0.352072110021518,-0.219273923133678,-0.486198188024529,1.5088728719533,-0.489410874989748,0.306427894002696,1.5958532640078,0.748718130049635
"108",-56.625,-29.875,0.74800066196427,-0.251515357030745,-1.01082593800366,0.41549497602325,-0.227465589132668,-0.484088020024539,0.81143673897076,-0.471389714989902,-0.0274881969936175,0.434185027999956,-0.3376469699792
"109",-56.875,-18.375,1.51851158995199,-0.95123643903348,0.617955895992645,0.291381307019861,-0.229618259132403,-1.13208423402153,1.43752489095509,0.198358699004362,-0.468492246988748,1.10537112000449,-0.276705002977583
"110",-57.875,-15.625,1.49452681395237,-1.06244431603392,1.05850739699165,0.667137392030121,-0.221058732133458,-0.308409532025354,1.75067240694725,-0.544614933989275,0.752281911997773,1.73783493800876,-1.37455025100672
"111",-57.875,-24.875,1.1662351929576,-0.50083050903172,-0.232937860005424,0.186684792017002,-0.22769803213264,-0.673779883023658,1.22375932896044,-0.871276966986478,0.378950863001895,0.892398610003051,0.707958883048553
"112",-58.375,-12.125,1.3108933729553,-1.30115309803485,1.32535573399104,1.47709617405224,-0.229377589132433,-1.22759304602109,1.75224630194721,-0.281825364991526,1.60874977598832,1.45387159100684,-1.18788844200177
"113",-58.375,-25.125,1.11451801995843,-0.477503979031629,-0.250559920005384,0.100332121014644,-0.214874100134221,-0.224344908025744,1.30484358995841,-1.0904963899846,0.553784831999965,0.718148374001874,0.707958883048553
"114",-58.625,-3.125,1.61744879095041,-1.4177483370353,0.393903989993154,1.74200860505947,-0.225126697132957,-0.816785635022994,1.18839934096132,0.333859571003201,1.1939690629929,2.43483587901347,-0.992850951996591
"115",-58.875,-13.125,1.18797139595726,-1.27058730003473,1.05095508499166,1.56237553505457,-0.229499276132418,-0.962651427022317,1.63556152495013,0.57338131300115,0.805679607997183,1.58294583900771,-0.514622919983898
"116",-59.125,-13.125,1.1474970869579,-1.28747892503479,1.04340277399168,1.54569044205411,-0.229659375132398,-1.04600492302193,1.58822451195132,0.548288559001365,0.962447987995453,1.67975152600837,-0.514622919983898
"117",-59.375,-11.875,1.15649137795776,-1.35818805503507,1.21458849999129,1.42206464105073,-0.229747483132387,-1.21250702202116,1.55050547895226,-0.365543916990809,1.76004740598665,1.56358470200758,-1.05214343599816
"118",-59.875,51.875,-1.73817127099611,1.42986542997583,-1.0813141790035,0.188050823017039,-0.229775641132384,-1.32839417102062,-1.53843166797042,-1.03506421598507,-1.00480784598283,-0.901733444009066,-0.104702261973017
"119",-59.875,52.125,-1.74416746499601,1.46735249197597,-1.09138392700348,0.156534537016179,-0.229775641132384,-1.32839417102062,-1.53774542997044,-1.00632160698532,-1.11130792098165,-0.90818715600911,-0.104702261973017
"120",-6.125,40.125,0.212090823972811,0.351532501971612,-0.0189557020059094,-0.835301508010903,-0.147954494142472,-0.20592455102583,0.045440961989934,-0.764974936987388,-0.126168323992528,-0.637131235007279,1.88425469907978
"121",-6.125,41.875,-0.260109452019664,0.251922418971223,-0.366362029005121,-0.751876047008625,-0.217777324133863,-0.569740092024141,-0.263189441002341,0.0277279730058231,-0.678032337986435,-0.74684434600802,2.83198848310493
"122",-6.375,41.875,-0.289340898019199,0.224648897971116,-0.207763488005481,-0.606393750004653,-0.22169634113338,-0.69927658502354,-0.309263055001187,0.208623917004274,-0.629434678986971,-0.753298058008064,2.64457795909996
"123",-6.625,38.875,0.39722331396986,0.290775027971375,0.270549569993434,-0.806810006010125,-0.0917229741494051,0.448625519971132,0.30326239598348,-0.654338702988335,-0.828592949984772,-0.591955248006974,-0.746104982990042
"124",-6.625,39.125,0.361995673970422,0.311856823971457,0.237822886993508,-0.761438263008886,-0.141824439143228,0.0338499669730572,0.248506345984851,-0.564004788989109,-0.606314907987227,-0.611316385007105,-0.746104982990042
"125",-6.875,38.875,0.403969031969753,0.250930994971219,0.247892634993485,-0.782514169009462,-0.0892308841497124,0.60412175297041,0.300744221983543,-0.687415514988052,-0.708604638986097,-0.579047823006887,-0.746104982990042
"126",-6.875,39.125,0.384481401970063,0.262921616971266,0.237822886993508,-0.722213660007815,-0.176586913138942,0.058445637972943,0.247171926984884,-0.630158412988543,-0.573573622987588,-0.630677522007235,-0.746104982990042
"127",-60.125,51.875,-1.73817127099611,1.45474456797592,-1.05865724400355,0.166487048016451,-0.229775641132384,-1.32839417102062,-1.52538432297075,-1.03552044698507,-1.01683904198269,-0.901733444009066,-0.104702261973017
"128",-60.125,52.125,-1.76215604699573,1.50139762797611,-1.09138392700348,0.155656374016155,-0.229775641132384,-1.32839417102062,-1.52446343297077,-1.02571146198515,-0.987115784983022,-0.901733444009066,-0.104702261973017
