,x,y,Temperature,Temperature_seasonality,rainseasonality,Precipitation,Humanpopdens,Human_footprint,PET,Ec.Het,EVI,Host_richness,Degree_of_generalism
84,-56.125,48.125,-0.447133961,0.268647715,-1.239189999,0.925376703,-0.164318767,-0.948127876,-0.670883725,-0.495672193,-0.329482378,-0.684209231,-0.806458608
85,-59.875,51.875,-0.995092996,0.868252652,-1.004278044,0.412560113,-0.16432167,-0.966149573,-1.027729387,-1.205418683,-0.541621957,-0.783160973,-0.760726383
86,-59.875,52.125,-1.000906885,0.903595112,-1.015464328,0.379902431,-0.16432167,-0.966149573,-1.02701056,-1.178763874,-0.638248015,-0.790772645,-0.760726383
87,-6.125,40.125,0.895874391,-0.148389784,0.175874871,-0.647854004,-0.070492661,0.253284903,0.631361461,-0.954948096,0.255555643,-0.471082402,1.003281093
88,-60.125,51.875,-0.995092996,0.891708476,-0.979108906,0.390215383,-0.16432167,-0.966149573,-1.014062424,-1.205841776,-0.552537695,-0.783160973,-0.760726383
89,-60.125,52.125,-1.018348551,0.935692556,-1.015464328,0.378992465,-0.16432167,-0.966149573,-1.0130978,-1.196745293,-0.525570192,-0.783160973,-0.760726383
90,-68.875,-18.375,-0.26181625,-1.220585488,4.211326666,-0.939750987,-0.162844653,-0.533536965,0.593034825,-0.931678024,-1.575421866,-0.410189023,-0.322706053
91,-69.125,-33.125,0.52887265,-0.51622296,-0.705044959,-1.000516518,-0.131327563,-0.008023925,1.006688271,0.32955985,-1.164158115,-0.311237281,-1.413604583
92,-69.375,-33.125,-0.428238821,-0.704892439,0.142316021,-0.90769995,-0.142957689,-0.163327115,0.151647381,0.340348701,-1.441228506,-0.425412368,-1.413604583
93,-7.125,41.875,0.47073376,-0.365770603,0.270958282,0.058886526,-0.140118972,0.001917453,0.150979943,0.374830716,0.077300106,-0.600480834,0.627508095
94,-7.375,41.375,0.689481332,-0.359650925,0.550615371,0.163835978,-0.111754045,0.287377059,0.371709108,-0.171169779,-0.211620488,-0.638539196,-0.440972608
95,-7.625,40.125,0.715643833,-0.37686362,0.659681635,0.373229345,-0.081481156,0.272690505,0.272626651,-0.609493307,0.045784507,-0.630927524,-0.292923837
96,-7.625,40.375,0.456199037,-0.420618432,0.701630199,0.798790273,-0.027210926,0.688258385,0.070833084,-0.50075861,0.091082854,-0.653762541,-0.07598926
97,-7.875,38.125,1.057936545,-0.494460188,0.833069031,-0.525716299,-0.063199744,0.89549434,0.796049481,-0.610127946,-0.203751336,-0.516752437,0.124822942
98,-70.375,-12.875,1.990338988,-1.669314804,0.080791461,5.017899797,-0.161370796,-0.62370586,1.822579927,1.971792258,1.913316366,3.205355395,2.21980869
99,-70.375,-29.375,-0.575039518,-1.199157799,1.213402672,-1.281392797,-0.161108744,-0.635197252,-0.248288879,-0.783107824,-1.809681337,-0.570034144,-0.759641925
100,-70.625,-41.125,0.008529587,-0.605002373,1.328062078,-0.70649628,-0.16335744,-0.376126138,0.174172487,0.712458299,-1.34838592,-0.379742333,-0.950078344
101,-70.875,-34.375,0.803578903,-0.671542843,2.731940665,-0.46181644,-0.04389681,0.655689822,0.944544925,2.602199648,-0.057977512,-0.34168397,-0.938975533
102,-71.375,45.625,-0.421698196,0.990399297,-0.925974059,0.255843686,-0.152790413,-0.116037158,-0.373738268,-1.013546367,0.731322158,-0.136168814,1.721693589
103,-71.625,-43.625,-0.116469026,-0.824340783,0.125536595,0.20144792,-0.162715635,-0.671036904,-0.221143818,2.257591045,0.121828415,-0.394965678,-1.413604583
104,-71.625,45.625,-0.396989168,0.998935101,-0.970719194,0.297702138,-0.153981999,0.091347126,-0.329533943,-0.810462107,0.738028483,-0.120945469,1.721693589
105,-71.875,-11.375,2.042663989,-1.766189121,0.256975427,1.987914075,-0.162534794,-0.832538948,2.211463883,-1.163744101,2.287715573,2.718208358,0.412618279
106,-71.875,-39.125,0.19530077,-0.946663788,0.942135295,1.730798028,-0.138835489,-0.127422093,0.367756539,1.934137051,0.801275009,-0.425412368,-0.930162966
107,-72.125,-37.625,0.600092789,-0.766865196,1.411959205,0.771794605,-0.114818789,0.282190898,0.759348509,0.896926501,0.615045647,-0.311237281,-0.810607228
108,-72.125,4.625,2.266498714,-1.656616914,0.998066713,2.07658524,-0.159500891,0.016179279,2.034071999,0.15524586,0.658085548,1.355718988,-1.097396388
109,-72.375,-42.625,-0.020539858,-0.960331655,0.17028173,1.608559215,-0.161761058,-0.886351606,-0.23520548,0.574326861,0.858878278,-0.43302404,-1.163071208
110,-72.375,10.625,2.14368031,-1.767141463,0.710019911,0.754707459,-0.120611371,0.283432291,1.935384922,2.25011917,2.058300303,1.759137628,-0.146132154
111,-72.375,10.875,2.104436559,-1.753702863,0.970101004,0.640658344,-0.079411076,0.294354095,1.878618987,2.801124053,2.112408303,1.713467593,-0.146132154
112,-72.375,4.625,2.257777881,-1.658098335,1.031625564,2.316816356,-0.159445686,-0.083173679,2.029451725,0.288308359,0.559099514,1.469894074,-1.029831264
113,-72.625,-13.875,0.010709795,-1.57914215,1.920935107,-0.176289222,-0.144899154,-0.048437807,0.933245329,1.339692498,-0.221314311,0.023676307,-1.263718991
114,-72.875,-13.875,0.289776466,-1.622156252,1.820258555,-0.188118784,-0.15172128,-0.124765167,0.975727352,1.256554879,-0.122056416,0.038899652,0.227054367
115,-73.125,42.125,-0.040161733,0.655968625,-1.440543103,0.530653523,-0.147281808,0.246485966,0.030997892,-0.832462901,1.031918017,0.084569687,-0.147226226
116,-73.625,4.375,1.172760853,-1.810331924,0.363245121,4.404076942,-0.113238508,0.164810784,1.156866263,-0.056723337,1.290426827,2.847606789,-0.773491014
