"","x","y","annualtemperature","temperatureseasonality","rainseasonality","annualrainfall","humanpopdens","footpr","pet","Ec.Het","EVI","Host_richness","Generalism_degree"
"1",-0.375,53.875,-0.367147030164905,-0.147887572202487,-1.19091464100187,-0.414623792106551,2.41881646059264,2.32840880544741,-1.22667275456095,-0.3291352528239,0.350686007982042,-0.883258180879066,1.82415229128523
"2",-0.625,51.875,-0.366411646426648,0.0270772566172131,-1.23723632313749,-0.462342716069717,1.37209913470651,3.12227203688274,-1.07088429543307,-0.129926987341504,0.562818367617099,-0.889433937281634,-0.879179023057781
"3",-0.625,53.875,-0.414211589413401,-0.153423751293967,-1.21958996803821,-0.423622689532131,-0.133097912598873,1.97500573235241,-1.22946070597398,-0.00499359446403209,0.375966282743285,-0.877082424476498,-0.193735674739634
"4",-0.875,53.875,-0.389943926050897,-0.154717923029638,-1.22620735120044,-0.496439455856545,0.00945156911866423,1.91633490150907,-1.21061408615657,0.323470035136389,0.535928851181196,-0.883258180879066,-0.193735674739634
"5",-1.375,50.625,-0.288460970171325,-0.121249203976596,-0.769607913006543,-0.22548182878542,0.452663283423982,1.93175566844079,-1.03694755178769,-0.0142790398308271,0.655714626149656,-0.914136962891908,-0.420075756338603
"6",-1.875,39.875,-0.158298048499703,0.421386220025654,-0.648289221698986,-0.649420712091408,-0.365136774581899,-0.447486214254477,-0.136068542086851,-0.709186548065173,-0.684019129683507,-0.722688514412289,-0.703256099672772
"7",-100.875,23.375,0.546199572751226,-0.530926456746128,0.289173392950315,-0.799594972799014,-0.348962367506584,-0.738172190305081,1.37307283451557,-0.306851738484062,-0.770750881710226,-0.265682540622232,-0.399485794562601
"8",-104.125,21.875,0.893300697208886,-0.656604911965703,2.272182547232,-0.235223754438802,-0.359980205176664,-0.851979057581189,1.4371502036951,0.660523383046412,-0.0741170964667897,0.0554567923113223,-0.879179023014398
"9",-104.375,35.875,-0.176682641956147,0.835521175440271,0.884737877551039,-0.815116006890842,-0.379907467093252,-0.904611390141036,0.468454822231531,-0.807322674851759,-1.10110534939494,-0.12364014336316,-0.108529266712804
"10",-104.625,33.625,0.285873729407981,0.834981937217078,0.661952644422618,-0.908407328825752,-0.379174702552119,-0.593414923163985,1.04306227142781,-0.977487455265554,-1.28774495859091,-0.203924976596548,-0.563710907651442
"11",-105.125,35.875,-0.47892535838008,0.637602772919859,0.89135526071328,-0.768305228539433,-0.376316393551714,-0.429182253928507,0.209383490539008,-0.515012216442308,-1.05322900205719,-0.154518925376001,-0.58862866866067
"12",-105.375,35.875,-0.697334328642631,0.516489867990012,0.487694887817236,-0.648430007787675,-0.357640867171756,-0.629294948217857,-0.130795073707143,-0.465827601829556,-0.596836266734369,-0.135991656168296,-0.453460416115121
"13",-106.375,35.375,-0.141384222519786,0.890146007450035,0.112709841957499,-0.909893385281348,-0.339789634013834,-0.0800262164559337,0.452564675579832,-0.223867270227473,-1.33295511256688,-0.0989371177528863,-0.56706121667849
"14",-106.625,33.875,0.0924678062461916,0.801315497482198,0.770036569405713,-0.977508954011168,-0.380017585817808,-0.806845679904272,0.908570002948953,-0.571889211539521,-1.47450464580873,-0.0865856049477496,-0.546181868746947
"15",-106.625,35.625,-0.348762436708462,0.79635450582879,-0.0108146437374635,-0.811153189675906,-0.363663717631625,-0.661045301878917,0.272272680672514,-0.287504236053456,-1.09148599576573,-0.12364014336316,-0.639620162718129
"16",-107.875,34.875,-0.476719207165313,0.764179958511422,0.589161429638087,-0.905682891990484,-0.379987251702956,-0.664551623663494,0.293181572836807,-0.69659901636333,-1.30131230071968,-0.179221950986275,-0.505740441255977
"17",-107.875,35.125,-0.432596182869845,0.836168261308107,0.520781803628374,-0.937137753634025,-0.27435104155003,-0.40541976838865,0.314596650830216,-0.617344187129507,-1.24721386648834,-0.185397707388843,-0.38560204532941
"18",-108.875,33.875,-0.646592850702848,0.495297805818401,0.677393205134492,-0.734456164828537,-0.378739996186719,-1.02678132597478,0.282272363481473,-0.0616279727370601,-0.869867417692971,-0.148343168973433,-0.61046939655249
"19",-113.125,51.375,-1.13782918785903,1.63355779655564,0.395051523545997,-0.824114904316424,-0.369772350929619,-0.211420331418551,-0.786056650673348,-0.7206085675724,-0.659361871232044,-0.265682540622232,-0.569999999470572
"20",-115.125,51.625,-1.44374882297426,1.11209646011756,-0.00860884935004989,-0.596583149225616,-0.380106003186902,-0.982656092283531,-1.12058771017479,0.502013724578769,-0.457460229792637,-0.23480375860939,-0.730139450542631
"21",-118.625,36.625,-0.961337090677195,0.203210434920499,0.880326288776208,-0.409752829279861,-0.379818489597211,-1.01794128498665,-0.695927790265877,1.7111160752724,-0.820265143884789,-0.259506784219663,-0.491872388754921
"22",-119.125,46.625,-0.214187212607292,0.85097933783856,-0.165220250856175,-1.05924205906919,-0.356944413850174,-0.295464541277025,-0.0826166752793433,-0.125964245879813,-0.18493860451855,-0.315088591842778,-0.872471189340608
"23",-119.125,46.875,-0.284784051480036,0.888941708751564,-0.14536810136948,-1.06270952413225,-0.249019384073119,-0.0759400193386071,-0.13244623368784,-0.136220753192423,-0.502969303640113,-0.321264348245347,-0.872471189340608
"24",-119.375,50.375,-0.82529109909948,0.899205209599735,-0.921807725737841,-0.719182806812643,-0.0945370447917027,0.192407161379826,-0.820809777817521,-0.631097231025966,-0.325649358960405,-0.203924976596548,-0.265260427028749
"25",-133.375,58.375,-1.56655790726331,0.620958286430536,-0.58873277323892,0.0709038754148545,-0.380115271148557,-1.17836246661951,-1.62673671487853,2.88968200646711,-1.99360301771321,-0.549767335140375,-0.879179023031332
"26",-134.625,59.125,-1.8173237620092,0.811363303041085,-0.690199315059779,-0.447647268897672,-0.380126883453401,-1.19019647340863,-1.66988284354972,2.37965387010359,-2.78052738060251,-0.543591578737807,-0.879179023031332
"27",-145.125,65.125,-2.29017550570894,2.83801826649393,0.668570027584866,-1.01267895679371,-0.380124031226834,-1.18992125615593,-1.53420129475011,-0.785298136599142,-1.14837924379183,-0.716512758009721,-0.525700190850904
"28",-145.375,63.125,-2.24090479524566,2.21595305221489,1.43398068001615,-0.993855575022771,-0.380130447157543,-1.10842036108711,-1.59927895656389,0.517398485547687,-1.47280250697205,-0.697985488802016,0.2476364256244
"29",-146.375,64.875,-2.03867426722478,2.75774366966747,0.450196383231261,-0.931110969119648,-0.380121379258625,-0.949072646083747,-1.51675966064136,-0.535292128628612,-0.715287274770781,-0.722688514412289,-0.314139613159079
"30",-146.625,65.125,-2.17545564254073,2.79065517588987,0.518576009240974,-0.949521557430695,-0.380046763735556,-1.05263108154314,-1.56633067507126,-0.504438835501784,-1.07946498481443,-0.710337001607152,-0.1090763400418
"31",-146.875,63.125,-2.22619712048051,2.12386913830043,1.18693170862623,-0.952328552957941,-0.380130988627786,-1.13486864069139,-1.6364063927554,0.53627978310045,-1.3902585714234,-0.735040027217426,0.184976063055359
"32",-147.875,63.375,-2.13795107188958,1.91155307522068,0.820769840316149,-0.879016434481658,-0.380130988627786,-1.15997087195614,-1.68424920249209,0.504810953845844,-1.4547636833934,-0.741215783619994,0.137807808457151
"33",-148.625,65.375,-2.03279119731872,2.73723464257858,0.745772831144209,-0.944237801144116,-0.380097589691054,-1.10839553387515,-1.45712496295602,-0.893185244650153,-0.8146231720396,-0.735040027217426,-0.0480581012176536
"34",-148.875,61.125,-1.83497297172739,0.727925175305203,-0.615202305887835,-0.364840900843944,-0.378410765749073,-0.966397717851085,-1.78366602583739,1.86030163618312,-2.29768504103442,-0.753567296425131,-0.426630026121114
"35",-149.875,67.125,-2.45490146307866,2.75997252099001,0.487694887817222,-0.939779631777315,-0.38012601781186,-1.2029523161185,-1.69638114235136,-1.1390274454392,NA,-0.833852129658519,0.203646354121262
"36",-155.125,58.625,-1.35623815812158,0.637225306163616,-0.64387763292417,-0.254542488361603,-0.380127793976902,-1.23088147573111,-1.6352816087604,0.767328188387264,-0.838691908241565,-0.846203642463656,-0.707392592982886
"37",-159.375,62.875,-1.85115141396905,2.01744148764896,0.688422177071546,-0.784569290859058,-0.380130988627786,-1.23088143405336,-1.66500005543999,-1.00406113330277,-0.76388647475396,-0.840027886061088,-0.221296443172169
"38",-2.125,40.875,-0.355380890352783,0.388223069299092,-0.696816698222009,-0.62184610897082,-0.375198190762956,-0.640513300745663,-0.363601072899086,-0.773289718769,-0.58274817908899,-0.679458219594311,-0.318676944312359
"39",-2.375,52.125,-0.384796239883088,-0.134119022903546,-1.16444510835296,-0.400258579702421,0.317221801080961,1.49920980861023,-1.15839545303817,0.17497100276979,0.995973068261944,-0.883258180879066,0.178063358778762
"40",-2.375,52.375,-0.42009465931946,-0.120476295856684,-1.19091464100188,-0.406945833752621,0.427056089397446,1.56451616485466,-1.1843734643041,0.273340231995298,0.884810494268876,-0.883258180879066,0.178063358778762
"41",-2.625,52.125,-0.396562379695215,-0.132950673419954,-1.13356398692921,-0.355511768650453,0.476559162776833,1.36813883153807,-1.18964263862471,0.056554963796904,1.02597758061473,-0.945015744904749,0.178063358778762
"42",-2.625,52.375,-0.480396125856599,-0.110302668045718,-1.14018137009144,-0.301023031945106,-0.119488973310469,0.966067219294259,-1.22649678262925,0.153525578388874,1.16619871040572,-0.938839988502181,0.178063358778762
"43",-3.875,40.875,-0.466423834829683,0.34485034154669,-0.632848660987109,-0.546304905811147,-0.208843684577798,0.348360739309164,-0.484642299032112,-0.358600479924971,-0.124967671061493,-0.623876411971195,0.0217166042837983
"44",-36.625,-5.375,1.65442286630566,-1.15416002050876,2.26115357529495,-0.546635140579051,-0.272932091235439,0.114833244956768,1.24470380194325,-0.413867611303373,-0.218569095074601,0.228377971583236,-0.650802495901033
"45",-38.125,-11.125,1.29482021829762,-0.988452114520594,-0.20492454982955,-0.285667115237235,-0.16173379331986,0.174412893400103,1.18940116244776,0.384962999891,0.297138687235653,0.568044573724495,-0.35896109530632
"46",-38.875,-12.125,1.22275261194836,-0.989818184686024,-0.676964548735304,-0.0571446558426746,1.34860095524262,1.07503561933235,0.708037180112711,0.855765623289005,0.330592954899614,0.765668778606682,-0.586464268184624
"47",-39.625,-18.125,1.34997399866695,-1.00701988400598,-0.610790717113014,0.59432598255411,-0.294177524135821,-0.379065801190193,0.70169252832706,-0.192085673763078,1.17070326832787,1.16091718837106,-0.498339686890121
"48",-39.875,-5.375,1.35144476614347,-1.20727498549358,1.74058609986615,-0.336605828187523,-0.333435487716488,-0.290956959586088,1.11034821997964,-0.495198509133855,0.0905627336067649,0.296311292011488,0.352016213554515
"49",-4.125,37.375,0.275578357072372,0.416191558475531,0.361964607734842,-0.559844531295499,-0.149677638156717,0.477910610739391,0.213972440020296,-0.577452341105881,-0.597019437609989,-0.617700655568627,-0.324836877524432
"50",-4.125,40.375,0.118941620823471,0.467634884968443,-0.379182306434953,-0.79274260136486,0.0312292180469129,1.37887259006908,-0.0867283223081539,-0.163493738546416,-0.553828275157247,-0.60534914276349,-0.0400351522417626
"51",-4.375,40.375,0.0659939916689124,0.440565126163998,-0.399034455921644,-0.814290419971063,-0.167759496044697,0.380548013618719,-0.110241733851419,-0.24461338729162,-0.311964450271808,-0.617700655568627,-0.159912848074512
"52",-4.625,40.375,-0.134765768875443,0.399439224341574,-0.423298194183155,-0.759966800649677,-0.231932794969188,-0.138695509965559,-0.192719836282161,-0.339252977494362,-0.164803369570149,-0.636227924776332,-0.425190082610206
"53",-4.625,41.375,-0.0612273950496791,0.340842004087594,-0.546822679878121,-0.788697225457948,-0.219802638206833,0.815735888100536,-0.150853384952528,-0.794035835833147,-0.553652439377638,-0.667106706789174,0.108144290811468
"54",-4.625,41.625,-0.0656396974792256,0.31073453662581,-0.577703801301863,-0.766158702548009,1.03512567938307,1.56028613180686,-0.144781267954168,-0.857439699220205,-0.633465389997236,-0.704161245204584,0.241825134438088
"55",-4.875,41.375,-0.052402790190586,0.335934936256509,-0.526970530391434,-0.811235748367886,-0.151450256035214,0.741704929636982,-0.115675647695078,-0.712449982210095,-0.679446657340526,-0.654755193984037,0.108144290811468
"56",-40.875,-14.125,1.23010644933093,-1.03378407448395,1.2244302132122,-0.534829247626227,-0.337229689098041,-0.0967130410493966,1.0619032415043,1.00644740240815,-0.320705816027618,0.870656637450344,-0.744763601917361
"57",-40.875,-15.625,1.00654979290058,-0.988164520801556,0.256086477139128,-0.155554616680218,-0.281891637029247,-0.198161048939569,0.899066989125068,0.136742202786418,0.80924878495814,0.876832393852912,-0.631443831288187
"58",-41.125,-15.625,1.02934668878657,-0.986438958487328,0.822975634703535,-0.232003965451667,-0.256554308252672,-0.259649167449217,0.959317988457529,0.109702319871347,0.631358997332511,0.722438483788703,-0.631443831288187
"59",-42.125,-13.375,1.0094913278536,-1.09892405184604,1.21119544688772,-0.168268655244805,-0.265224520288139,-0.170994306310372,1.28181441226551,-0.540187279845994,-0.0383353162785613,0.69773545817843,-0.518776160112623
"60",-44.125,-16.875,1.01684516523619,-0.979015445614662,1.44942124072803,0.358208123497599,-0.355861585516153,0.00886835270269356,1.36706430119632,-0.958606157712788,0.11911373561465,0.815074829827229,-0.395699837898524
"61",-44.375,-14.875,1.22642953063965,-1.0591462455816,1.6170616141712,0.000811545925718642,-0.346564338196205,-0.0718422589863768,1.55467540619792,-0.801728216317604,0.252511941540812,0.802723317022092,-0.753610744857168
"62",-44.875,-17.375,1.25952179886125,-0.888621144799553,1.51118348357552,0.133813598701949,0.0985271283828295,0.517057926581211,1.61871603667288,-0.780748996814535,-0.00511654130302661,0.950941470683732,-0.180464485980471
"63",-45.125,-2.375,1.68972128574203,-1.31280390577306,1.12958105455357,1.38829292330455,-0.323963925469164,-0.138187345215596,1.18750276168099,0.418936479337952,0.972797068683908,1.01887479111198,-0.420583553815126
"64",-45.375,-2.375,1.69192743695681,-1.30681836149558,0.950911709173357,1.82370746479543,-0.319561751902198,-0.473820522508948,1.20720274759906,0.553907120565724,0.840809417761897,1.04975357312483,-0.420583553815126
"65",-45.375,-22.125,0.642534842462992,-0.794739770141109,1.03252610150752,0.753994492839154,-0.209553164165796,0.0875464748600617,0.981163391682747,-0.569091982272445,0.936929337302412,1.66732921338166,-0.152574189386628
"66",-45.375,-22.375,0.58958721330841,-0.775165422639092,0.96635226988522,0.880061615489263,0.313473851806589,0.504918217835816,0.795504647003808,-0.592495011862115,0.911117812364558,1.85260190545871,-0.794803337503304
"67",-46.375,-14.375,1.38453703436507,-1.17709561960203,1.26854610096041,0.397918854338919,-0.292981553373498,-0.288484863319572,1.35991293083776,-0.540420382284915,0.359661491062265,0.740965752996408,-0.648036588589434
"68",-49.875,-28.625,0.261606066045487,-0.672099023578869,-1.09827127673064,0.895252414813151,-0.368568116906457,-0.472276909680478,0.057959871289035,-0.139085487022936,0.537404010674867,1.13621416276078,0.317477898152186
"69",-5.125,38.875,0.358676719495499,0.53297258301237,0.152414140930885,-0.652970735846449,-0.341493912731377,-0.145703181875352,0.38372670936319,-0.697531426119021,-0.658680448412565,-0.60534914276349,-0.601836452733133
"70",-5.125,40.875,-0.146531908687579,0.330093188838551,-0.482854642643228,-0.79381586436057,-0.295777752227336,0.27514876782055,-0.170123691849227,-0.429230518918643,-0.533294092267398,-0.697985488802016,-0.699252532288599
"71",-5.875,40.375,-0.0568150926201561,0.382057778947217,-0.207130344216971,-0.612021624625453,-0.21005236259593,0.132221418740275,-0.149850953910883,-0.641819943216424,0.137373244800446,-0.642403681178901,0.241825134438088
"72",-5.875,40.625,-0.115645791680753,0.366258099007571,-0.251246231965173,-0.639431110362096,-0.338415008450682,0.00887053156796588,-0.180377257739159,-0.542518304235222,0.10022012243255,-0.636227924776332,0.241825134438088
"73",-50.375,-0.125,1.68236744835946,-1.26727422512787,0.6354831117737,3.26633804841545,-0.26572036910691,-0.920580128737565,1.01221666946588,0.0196196026266276,1.06827600987305,1.54998984173286,-0.31838445044334
"74",-54.125,-14.625,1.16686344784077,-1.02684587601216,1.08546516680537,1.21508478753515,-0.378766704740494,-0.523470902986122,1.67145346087226,-0.613847650545662,0.0823623856519353,1.24737777800701,-0.41452505367633
"75",-55.125,-4.875,1.54632145678177,-1.29159386899401,0.412697878645282,1.43658975811157,-0.380007519814742,-1.2189518263427,1.48389207946679,-1.31315496731468,1.7948055420387,1.69203223899193,-0.686101555224851
"76",-55.375,-0.375,1.50293381622456,-1.24302647969148,0.139179374606424,1.48950987966934,-0.380130988627786,-1.10622427540335,1.30391888746004,-1.25487935758393,1.70401265684481,1.10533538074794,-0.171707062178592
"77",-55.375,-3.375,1.5963275509833,-1.28388276240231,0.518576009240964,1.12385743289968,-0.372021408379158,-1.09319468184792,1.39041911872504,0.882436904901113,0.608840191212724,2.01317157192549,-0.602555319350807
"78",-55.625,-0.375,1.54632145678177,-1.2457406454149,0.114915636344913,1.61392582847988,-0.380025152869845,-1.10648445183299,1.33676097788762,-1.20452923077656,1.69284453404391,1.12386264995565,-0.171707062178592
"79",-55.625,-0.625,1.55073375921132,-1.24297255586916,0.077417131758941,1.63976669906893,-0.380045897065846,-1.10653161697635,1.32591636303741,-1.07492427473537,1.68331410933049,1.13003840635821,-0.701436855525743
"80",-55.625,-15.625,1.41101084894235,-1.03464685564106,0.759007597468666,0.651374038710754,-0.37385889063989,-0.059150228488196,1.49018704535133,-0.754874626094081,0.681167849612487,1.4635292520969,-0.642474664155632
"81",-55.625,-15.875,1.47057693174122,-1.01739123249879,0.785477130117588,0.594903893397941,-0.36922818529613,-0.392247556691108,1.54595224758124,-0.633428255415194,0.678832862022939,1.38942017526608,-0.642474664155632
"82",-55.625,-3.375,1.59485678350678,-1.28208530165832,0.511958626078733,1.34189493841303,-0.377734242005886,-1.20311153624985,1.38028271582618,0.903882329282029,1.72173093152377,1.94523825149724,-0.492001139936775
"83",-55.625,-3.625,1.60294600462762,-1.2878012268242,0.434755822519376,1.29855162512469,-0.375783185877162,-1.19327559210018,1.3994719741494,-0.17631437268718,1.59198788835389,1.98846854631521,-0.405416643590992
"84",-55.875,47.875,-0.995900126375284,0.741999292930622,-1.11371183744252,0.731703646005149,-0.35081617801504,-1.02598989935529,-1.19383925233541,-0.235901385942601,-0.188032085468514,-0.784446078437972,0.116114450545621
"85",-55.875,48.125,-1.02825701085863,0.82459261411683,-1.14900454764108,0.627432018037193,-0.380130988627786,-1.16747631382393,-1.16308441975155,-0.318884299899319,-0.913396840432402,-0.802973347645678,0.116114450545621
"86",-56.125,47.875,-1.0356108482412,0.736031723260588,-1.12032922060475,0.685388219805606,-0.380113978715994,-1.12129536085035,-1.22891716219485,-0.223981966141811,-0.454569045012155,-0.784446078437972,0.116114450545621
"87",-56.125,48.125,-1.07605695384538,0.815821005686173,-1.14900454764108,0.602912086519787,-0.380123000741729,-1.21299483491014,-1.18604277458966,-0.307074582031864,-0.574203801081396,-0.802973347645678,0.116114450545621
"88",-56.625,-29.875,0.808731567309244,-0.188689931090993,-0.901955576251157,0.376618711808647,-0.372840800413072,-0.320513580666808,0.851243354790603,-0.513147396930923,0.0517803625355054,0.395123394452581,0.00648781167813904
"89",-56.875,-18.375,1.56470605023822,-0.861048096986791,0.525193392403194,0.271604055612891,-0.379634315629054,-1.01921149839151,1.48608310961342,0.171241363747021,-0.319518656339067,1.03740206031969,0.158146399171364
"90",-58.375,-12.125,1.36100475474082,-1.19728110375701,1.14502161526544,1.27485728052707,-0.378874794921397,-1.12219328522278,1.80520376856104,-0.319439270185905,1.42939481737303,1.37089290605838,-0.224726234971893
"91",-59.875,51.875,-1.63053629249173,1.42693968403433,-0.963717819098633,0.184174400808404,-0.380130988627786,-1.23088147573111,-1.53147204729953,-1.08914352350967,-0.771064296329879,-0.883258180879066,0.352538073758623
"92",-59.875,52.125,-1.63641936239779,1.46296079734383,-0.972540996648273,0.157507943299576,-0.380130988627786,-1.23088147573111,-1.53077621729082,-1.05977261620537,-0.860730985838137,-0.889433937281634,0.352538073758623
"93",-6.125,40.125,0.28293219445495,0.390775463555554,-0.0328725876115682,-0.681701160654725,-0.121915332534952,-0.0205855369558714,0.0745403144915148,-0.813150235824835,-0.0313023994217161,-0.630052168373764,-0.203754851639595
"94",-6.125,41.875,-0.180359560647435,0.295060678938243,-0.337272213074164,-0.611113479013711,-0.342266042457854,-0.412867397573146,-0.23840419436677,-0.00311926056738799,-0.4959388738096,-0.735040027217426,-0.355768068130598
"95",-6.375,43.375,-0.127411931492877,-0.194244084789913,-0.590938567626327,-0.130787009086891,-0.272443987285273,-0.0213402324845694,-0.597726262619101,1.03553689203587,0.898062635616017,-0.796797591243109,-0.318676944312359
"96",-6.625,38.875,0.464571977804615,0.332393938590857,0.220793766940598,-0.657594022597207,0.0555431785218848,0.685179036850245,0.335965635714387,-0.700095552947174,-0.622701899218256,-0.586821873555785,-0.879179023027574
"97",-6.625,39.125,0.430008942106501,0.352651321175589,0.192118439904267,-0.619204230827533,-0.102569767299285,0.237949856998344,0.280444192333615,-0.607786987133665,-0.43555708945189,-0.60534914276349,-0.879179023027574
"98",-6.875,38.875,0.471190431448935,0.29410802474393,0.200941617453907,-0.637036908294737,0.0634078533312909,0.852841890153832,0.333412261676097,-0.733895406591012,-0.52167892161775,-0.574470360750649,-0.879179023027574
"99",-6.875,39.125,0.452070454254233,0.30562974811289,0.192118439904267,-0.58601563665246,-0.212275086716844,0.26446998811566,0.279091121266597,-0.675386694421336,-0.407990887180288,-0.623876411971195,-0.879179023027574
"100",-60.125,51.875,-1.63053629249173,1.45084591192936,-0.943865669611942,0.165928929881311,-0.380130988627786,-1.23088147573111,-1.5182423245393,-1.08960972838752,-0.78119384269459,-0.883258180879066,0.352538073758623
"101",-60.125,52.125,-1.65406857211598,1.4956745828844,-0.972540996648273,0.156764915071776,-0.380130988627786,-1.23088147573111,-1.51730856113578,-1.07958632351383,-0.756168639383153,-0.883258180879066,0.352538073758623
"102",-61.875,-3.125,1.65883516873521,-1.32220462546411,-0.319625857974879,2.00475867630277,-0.379634156019906,-1.09627624155915,1.24225233304575,-0.238086519001775,1.57581088195244,1.49440803410975,-0.730304773539686
"103",-62.875,-29.125,0.888153011041082,-0.0354923518809763,0.648717878098161,-0.343375640929713,-0.371457596455339,-0.550153062576387,1.35015282009087,-0.592868431042593,-0.254468397666975,0.246905240790941,-0.879179023050074
"104",-63.125,-29.125,0.891094545994113,-0.0294169345663001,0.730332270432331,-0.376399117720831,-0.363769557153933,-0.758546170830793,1.35664353015642,-0.531329387166921,-0.205597444707477,0.246905240790941,-0.879179023050074
