"","Lineage_Name","parasiteGenus","Long","Lat"
"105","ACTLIN05","Leucocytozoon",122.4606,11.065
"106","ACTLIN06","Leucocytozoon",122.4606,11.065
"107","ACTLIN07","Leucocytozoon",122.4606,11.065
"108","ADEMEL01","Haemoproteus",-76.1166666666667,0.6
"109","ADEMEL02","Haemoproteus",-77.2202168333333,-6.59616683333333
"110","AEDVEX01","Plasmodium",22.6666666666667,44.6
"111","AEFUN02","Leucocytozoon",13.5833333333333,50.6666666666667
"112","AEFUN02","Leucocytozoon",13.5833333333333,50.6666666666667
"113","AEFUN03","Haemoproteus",13.5833333333333,50.6666666666667
"114","AEGCAU01","Haemoproteus",115.433333333333,39.965
"115","AEGCAU01","Haemoproteus",115.433333333333,39.965
"116","AEGCAU02","Haemoproteus",115.433333333333,39.965
"117","AEGCAU02","Haemoproteus",115.433333333333,39.965
"118","AEGCAU03","Leucocytozoon",115.433333333333,39.965
"119","AEGCAU03","Leucocytozoon",115.433333333333,39.965
"120","AEGCAU03","Leucocytozoon",116.357666666667,39.9626666666667
"121","AEGCAU03","Leucocytozoon",116.357666666667,39.9626666666667
"122","AEGCAU03","Leucocytozoon",115.433333333333,39.965
"123","AEGCAU03","Leucocytozoon",115.433333333333,39.965
"124","AEGCAU04","Leucocytozoon",115.433333333333,39.965
"125","AEGCON01","Haemoproteus",77.869,30.702
"126","AEGCON01","Haemoproteus",97.8333333333333,24.3066666666667
"127","AEGCON01","Haemoproteus",97.8333333333333,24.3066666666667
"128","AEMO01","Plasmodium",19.0166666666667,47.7166666666667
"129","AEMO01","Plasmodium",8.972,9.87383333333333
"130","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"131","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"132","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"133","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"134","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"135","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"136","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"137","AEMO01","Plasmodium",33.6551166666667,-10.8661166666667
"138","AEMO01","Plasmodium",19.0166666666667,47.7166666666667
"139","AEMO01","Plasmodium",-2.5,52.25
"140","AEMO01","Plasmodium",18.3333333333333,57.1666666666667
"141","AEMO01","Plasmodium",-6.75,39
"142","AEMO02","Leucocytozoon",13.4333333333333,55.6833333333333
"143","AEMO02","Leucocytozoon",23.30495,35.8620333333333
"144","AEMO02","Leucocytozoon",9.16243333333333,50.65205
"145","AEMO02","Leucocytozoon",13.4266166666667,40.7931166666667
"146","AFR002","Haemoproteus",33.6551166666667,-10.8661166666667
"147","AFR002","Haemoproteus",33.8111666666667,-9.41155
"148","AFR005","Plasmodium",33.6551166666667,-10.8661166666667
"149","AFR006","Plasmodium",33.6551166666667,-10.8661166666667
"150","AFR006","Plasmodium",33.6551166666667,-10.8661166666667
"151","AFR006","Plasmodium",33.6551166666667,-10.8661166666667
"152","AFR006","Plasmodium",33.8111666666667,-9.41155
"153","AFR006","Plasmodium",33.8111666666667,-9.41155
"154","AFR006","Plasmodium",33.8111666666667,-9.41155
"155","AFR008","Haemoproteus",33.6551166666667,-10.8661166666667
"156","AFR008","Haemoproteus",33.8111666666667,-9.41155
"157","AFR008","Haemoproteus",33.8111666666667,-9.41155
"158","AFR008","Haemoproteus",33.8111666666667,-9.41155
"159","AFR008","Haemoproteus",33.8111666666667,-9.41155
"160","AFR009","Plasmodium",33.6551166666667,-10.8661166666667
"161","AFR009","Plasmodium",-76.45,-5.41666666666667
"162","AFR013","Plasmodium",33.6551166666667,-10.8661166666667
"163","AFR013","Plasmodium",33.6551166666667,-10.8661166666667
"164","AFR013","Plasmodium",33.6551166666667,-10.8661166666667
"165","AFR013","Plasmodium",33.6551166666667,-10.8661166666667
"166","AFR019","Haemoproteus",33.6551166666667,-10.8661166666667
"167","AFR022","Plasmodium",33.6551166666667,-10.8661166666667
"168","AFR022","Plasmodium",33.8111666666667,-9.41155
"169","AFR023","Plasmodium",33.6551166666667,-10.8661166666667
"170","AFR025","Haemoproteus",33.6551166666667,-10.8661166666667
"171","AFR025","Haemoproteus",33.8111666666667,-9.41155
"172","AFR025","Haemoproteus",33.8111666666667,-9.41155
"173","AFR025","Haemoproteus",-76.5833333333333,-5.28333333333333
"174","AFR025","Haemoproteus",-76.5833,-5.2833
"175","AFR026","Plasmodium",33.6551166666667,-10.8661166666667
"176","AFR028","Plasmodium",33.8111666666667,-9.41155
"177","AFR028","Plasmodium",33.8111666666667,-9.41155
"178","AFR028","Plasmodium",33.6551166666667,-10.8661166666667
"179","AFR028","Plasmodium",-76.5833333333333,-5.28333333333333
"180","AFR028","Plasmodium",-76.5833,-5.2833
"181","AFR029","Haemoproteus",33.6551166666667,-10.8661166666667
"182","AFR029","Haemoproteus",33.6551166666667,-10.8661166666667
"183","AFR031","Plasmodium",33.6551166666667,-10.8661166666667
"184","AFR033","Plasmodium",33.6551166666667,-10.8661166666667
"185","AFR034","Haemoproteus",33.6551166666667,-10.8661166666667
"186","AFR035","Haemoproteus",33.6551166666667,-10.8661166666667
"187","AFR035","Haemoproteus",33.8111666666667,-9.41155
"188","AFR037","Plasmodium",33.6551166666667,-10.8661166666667
"189","AFR040","Plasmodium",33.6551166666667,-10.8661166666667
"190","AFR041","Haemoproteus",33.6551166666667,-10.8661166666667
"191","AFR041","Haemoproteus",33.8111666666667,-9.41155
"192","AFR042","Haemoproteus",33.6551166666667,-10.8661166666667
"193","AFR042","Haemoproteus",31.433,-22.884
"194","AFR044","Haemoproteus",33.6551166666667,-10.8661166666667
"195","AFR046","Plasmodium",33.6551166666667,-10.8661166666667
"196","AFR047","Plasmodium",33.6551166666667,-10.8661166666667
"197","AFR048","Haemoproteus",33.6551166666667,-10.8661166666667
"198","AFR049","Plasmodium",33.6551166666667,-10.8661166666667
"199","AFR050","Haemoproteus",33.6551166666667,-10.8661166666667
"200","AFR051","Haemoproteus",33.6551166666667,-10.8661166666667
"201","AFR053","Haemoproteus",33.6551166666667,-10.8661166666667
"202","AFR054","Plasmodium",33.6551166666667,-10.8661166666667
"203","AFR055","Plasmodium",33.6551166666667,-10.8661166666667
"204","AFR057","Haemoproteus",33.6551166666667,-10.8661166666667
"205","AFR058","Plasmodium",33.6551166666667,-10.8661166666667
"206","AFR059","Haemoproteus",33.8111666666667,-9.41155
"207","AFR059","Haemoproteus",33.8111666666667,-9.41155
"208","AFR059","Haemoproteus",33.8111666666667,-9.41155
"209","AFR059","Haemoproteus",33.8111666666667,-9.41155
"210","AFR060","Plasmodium",33.6551166666667,-10.8661166666667
"211","AFR061","Haemoproteus",33.6551166666667,-10.8661166666667
"212","AFR062","Haemoproteus",33.6551166666667,-10.8661166666667
"213","AFR063","Haemoproteus",33.6551166666667,-10.8661166666667
"214","AFR065","Plasmodium",33.6551166666667,-10.8661166666667
"215","AFR065","Plasmodium",33.8111666666667,-9.41155
"216","AFR067","Haemoproteus",33.6551166666667,-10.8661166666667
"217","AFR068","Plasmodium",33.6551166666667,-10.8661166666667
"218","AFR069","Plasmodium",33.6551166666667,-10.8661166666667
"219","AFR070","Haemoproteus",33.6551166666667,-10.8661166666667
"220","AFR071","Haemoproteus",33.6551166666667,-10.8661166666667
"221","AFR071","Haemoproteus",33.6551166666667,-10.8661166666667
"222","AFR071","Haemoproteus",33.8111666666667,-9.41155
"223","AFR072","Haemoproteus",33.6551166666667,-10.8661166666667
"224","AFR073","Haemoproteus",33.6551166666667,-10.8661166666667
"225","AFR075","Haemoproteus",33.6551166666667,-10.8661166666667
"226","AFR076","Haemoproteus",33.6551166666667,-10.8661166666667
"227","AFR078","Haemoproteus",33.6551166666667,-10.8661166666667
"228","AFR080","Plasmodium",33.6551166666667,-10.8661166666667
"229","AFR081","Haemoproteus",33.6551166666667,-10.8661166666667
"230","AFR082","Plasmodium",33.6551166666667,-10.8661166666667
"231","AFR083","Plasmodium",33.6551166666667,-10.8661166666667
"232","AFR083","Plasmodium",36.85,55.7333333333333
"233","AFR084","Haemoproteus",77.775825,30.17409
"234","AFR085","Haemoproteus",33.6551166666667,-10.8661166666667
"235","AFR085","Haemoproteus",33.6551166666667,-10.8661166666667
"236","AFR086","Plasmodium",33.6551166666667,-10.8661166666667
"237","AFR090","Haemoproteus",33.6551166666667,-10.8661166666667
"238","AFR091","Plasmodium",33.6551166666667,-10.8661166666667
"239","AFR092","Plasmodium",33.6551166666667,-10.8661166666667
"240","AFR093","Plasmodium",33.8111666666667,-9.41155
"241","AFR094","Plasmodium",33.8111666666667,-9.41155
"242","AFR096","Haemoproteus",33.8111666666667,-9.41155
"243","AFR097","Plasmodium",33.8111666666667,-9.41155
"244","AFR099","Plasmodium",33.8111666666667,-9.41155
"245","AFR101","Plasmodium",33.8111666666667,-9.41155
"246","AFR103","Haemoproteus",33.8111666666667,-9.41155
"247","AFR103","Haemoproteus",33.8111666666667,-9.41155
"248","AFR103","Haemoproteus",33.8111666666667,-9.41155
"249","AFR103","Haemoproteus",33.8111666666667,-9.41155
"250","AFR103","Haemoproteus",33.8111666666667,-9.41155
"251","AFR104","Plasmodium",33.8111666666667,-9.41155
"252","AFR105","Plasmodium",33.8111666666667,-9.41155
"253","AFR106","Plasmodium",33.8111666666667,-9.41155
"254","AFR107","Plasmodium",33.8111666666667,-9.41155
"255","AFR108","Plasmodium",33.8111666666667,-9.41155
"256","AFR109","Haemoproteus",33.8111666666667,-9.41155
"257","AFR110","Plasmodium",33.8111666666667,-9.41155
"258","AFR111","Haemoproteus",33.8111666666667,-9.41155
"259","AFR112","Haemoproteus",33.8111666666667,-9.41155
"260","AFR115","Plasmodium",33.8111666666667,-9.41155
"261","AFR116","Haemoproteus",33.8111666666667,-9.41155
"262","AFR116","Haemoproteus",33.8111666666667,-9.41155
"263","AFR116","Haemoproteus",33.8111666666667,-9.41155
"264","AFR116","Haemoproteus",33.8111666666667,-9.41155
"265","AFR117","Plasmodium",33.8111666666667,-9.41155
"266","AFR118","Plasmodium",33.8111666666667,-9.41155
"267","AFR119","Haemoproteus",33.8111666666667,-9.41155
"268","AFR119","Haemoproteus",9.16243333333333,50.65205
"269","AFR120","Haemoproteus",33.8111666666667,-9.41155
"270","AFR121","Haemoproteus",33.8111666666667,-9.41155
"271","AFR122","Haemoproteus",33.8111666666667,-9.41155
"272","AFR122","Haemoproteus",33.8111666666667,-9.41155
"273","AFR122","Haemoproteus",-55.0833333333333,-4.78333333333333
"274","AFR122","Haemoproteus",-55.15,-4.93333333333333
"275","AFR122","Haemoproteus",-55.5666666666667,-3.3
"276","AFR123","Plasmodium",33.8111666666667,-9.41155
"277","AFR124","Plasmodium",33.8111666666667,-9.41155
"278","AFR125","Plasmodium",33.8111666666667,-9.41155
"279","AFR126","Haemoproteus",33.8111666666667,-9.41155
"280","AFR127","Plasmodium",33.8111666666667,-9.41155
"281","AFR129","Plasmodium",33.8111666666667,-9.41155
"282","AFR130","Haemoproteus",33.8111666666667,-9.41155
"283","AFR130","Haemoproteus",33.8111666666667,-9.41155
"284","AFR131","Plasmodium",33.8111666666667,-9.41155
"285","AFR132","Plasmodium",33.8111666666667,-9.41155
"286","AFR133","Haemoproteus",33.8111666666667,-9.41155
"287","AFR134","Plasmodium",33.8111666666667,-9.41155
"288","AFR135","Plasmodium",33.8111666666667,-9.41155
"289","AFR137","Haemoproteus",33.8111666666667,-9.41155
"290","AFR138","Haemoproteus",33.8111666666667,-9.41155
"291","AFR139","Haemoproteus",33.8111666666667,-9.41155
"292","AFR140","Plasmodium",33.8111666666667,-9.41155
"293","AFR141","Haemoproteus",33.8111666666667,-9.41155
"294","AFR143","Plasmodium",33.8111666666667,-9.41155
"295","AFR144","Haemoproteus",33.8111666666667,-9.41155
"296","AFR145","Plasmodium",33.8111666666667,-9.41155
"297","AFR146","Plasmodium",33.8111666666667,-9.41155
"298","AFR147","Plasmodium",33.8111666666667,-9.41155
"299","AFR148","Haemoproteus",33.8111666666667,-9.41155
"300","AFR149","Haemoproteus",33.8111666666667,-9.41155
"301","AFR150","Haemoproteus",33.8111666666667,-9.41155
"302","AFR151","Haemoproteus",33.6551166666667,-10.8661166666667
"303","AFR152","Plasmodium",33.8111666666667,-9.41155
"304","AFR154","Leucocytozoon",33.6551166666667,-10.8661166666667
"305","AFR155","Leucocytozoon",33.6551166666667,-10.8661166666667
"306","AFR156","Leucocytozoon",33.6551166666667,-10.8661166666667
"307","AFR157","Leucocytozoon",33.6551166666667,-10.8661166666667
"308","AFR158","Leucocytozoon",33.6551166666667,-10.8661166666667
"309","AFR159","Leucocytozoon",33.6551166666667,-10.8661166666667
"310","AFR161","Leucocytozoon",33.6551166666667,-10.8661166666667
"311","AFR162","Leucocytozoon",33.6551166666667,-10.8661166666667
"312","AFR163","Leucocytozoon",33.6551166666667,-10.8661166666667
"313","AFR164","Leucocytozoon",33.6551166666667,-10.8661166666667
"314","AFR164","Leucocytozoon",31.136,-24.949
"315","AFR165","Leucocytozoon",33.6551166666667,-10.8661166666667
"316","AFR166","Leucocytozoon",33.6551166666667,-10.8661166666667
"317","AFR167","Leucocytozoon",33.6551166666667,-10.8661166666667
"318","AFR168","Leucocytozoon",33.8111666666667,-9.41155
"319","AFR169","Leucocytozoon",33.8111666666667,-9.41155
"320","AFR170","Leucocytozoon",33.8111666666667,-9.41155
"321","AFR172","Leucocytozoon",33.8111666666667,-9.41155
"322","AFR173","Leucocytozoon",33.8111666666667,-9.41155
"323","AFR173","Leucocytozoon",31.433,-22.884
"324","AFR174","Leucocytozoon",33.8111666666667,-9.41155
"325","AFR175","Leucocytozoon",33.8111666666667,-9.41155
"326","AFR176","Leucocytozoon",33.8111666666667,-9.41155
"327","AFR177","Leucocytozoon",33.8111666666667,-9.41155
"328","AFR178","Leucocytozoon",33.8111666666667,-9.41155
"329","AFR179","Leucocytozoon",33.8111666666667,-9.41155
"330","AFR180","Leucocytozoon",33.8111666666667,-9.41155
"331","AFR181","Leucocytozoon",33.6551166666667,-10.8661166666667
"332","AFR182","Leucocytozoon",33.6551166666667,-10.8661166666667
"333","AFR183","Leucocytozoon",33.8111666666667,-9.41155
"334","AFR184","Leucocytozoon",33.8111666666667,-9.41155
"335","AFR185","Leucocytozoon",33.8111666666667,-9.41155
"336","AFR186","Leucocytozoon",33.8111666666667,-9.41155
"337","AFR187","Leucocytozoon",33.8111666666667,-9.41155
"338","AFR188","Leucocytozoon",33.8111666666667,-9.41155
"339","AFR189","Leucocytozoon",33.8111666666667,-9.41155
"340","AFR190","Leucocytozoon",33.8111666666667,-9.41155
"341","AFR191","Leucocytozoon",33.8111666666667,-9.41155
"342","AFR192","Leucocytozoon",33.8111666666667,-9.41155
"343","AFR193","Leucocytozoon",33.8111666666667,-9.41155
"344","AFR194","Leucocytozoon",33.8111666666667,-9.41155
"345","AFR195","Leucocytozoon",33.8111666666667,-9.41155
"346","AFR196","Leucocytozoon",33.8111666666667,-9.41155
"347","AFR197","Leucocytozoon",33.8111666666667,-9.41155
"348","AFR198","Leucocytozoon",33.8111666666667,-9.41155
"349","AFR199","Leucocytozoon",33.8111666666667,-9.41155
"350","AFR200","Leucocytozoon",33.8111666666667,-9.41155
"351","AFR201","Leucocytozoon",33.8111666666667,-9.41155
"352","AFR202","Leucocytozoon",33.8111666666667,-9.41155
"353","AFR203","Leucocytozoon",33.8111666666667,-9.41155
"354","AFR204","Leucocytozoon",33.8111666666667,-9.41155
"355","AFR205","Leucocytozoon",33.8111666666667,-9.41155
"356","AFR206","Leucocytozoon",33.8111666666667,-9.41155
"357","AFR207","Leucocytozoon",33.8111666666667,-9.41155
"358","AFR208","Leucocytozoon",33.6551166666667,-10.8661166666667
"359","AFR209","Leucocytozoon",33.6551166666667,-10.8661166666667
"360","AFR211","Leucocytozoon",33.6551166666667,-10.8661166666667
"361","AFR211","Leucocytozoon",33.6551166666667,-10.8661166666667
"362","AFR211","Leucocytozoon",33.6551166666667,-10.8661166666667
"363","AFR211","Leucocytozoon",33.6551166666667,-10.8661166666667
"364","AFR211","Leucocytozoon",33.6551166666667,-10.8661166666667
"365","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"366","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"367","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"368","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"369","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"370","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"371","AFR211","Leucocytozoon",33.8111666666667,-9.41155
"372","AFR211","Leucocytozoon",8.69083333333333,3.5
"373","AFR212","Leucocytozoon",33.8111666666667,-9.41155
"374","AFR212","Leucocytozoon",33.8111666666667,-9.41155
"375","AFR212","Leucocytozoon",33.8111666666667,-9.41155
"376","AFR212","Leucocytozoon",33.8111666666667,-9.41155
"377","AFR212","Leucocytozoon",33.8111666666667,-9.41155
"378","AFR214","Leucocytozoon",33.6551166666667,-10.8661166666667
"379","AFR214","Leucocytozoon",33.8111666666667,-9.41155
"380","AFR214","Leucocytozoon",33.8111666666667,-9.41155
"381","AFR214","Leucocytozoon",33.8111666666667,-9.41155
"382","AFR214","Leucocytozoon",33.8111666666667,-9.41155
"383","AFR215","Leucocytozoon",33.8111666666667,-9.41155
"384","AFR215","Leucocytozoon",33.8111666666667,-9.41155
"385","AFR215","Leucocytozoon",33.8111666666667,-9.41155
"386","AFR215","Leucocytozoon",33.8111666666667,-9.41155
"387","AFR218","Leucocytozoon",33.6551166666667,-10.8661166666667
"388","AFR218","Leucocytozoon",33.6551166666667,-10.8661166666667
"389","AFR218","Leucocytozoon",33.6551166666667,-10.8661166666667
"390","AFR218","Leucocytozoon",33.6551166666667,-10.8661166666667
"391","AFR218","Leucocytozoon",33.6551166666667,-10.8661166666667
"392","AFR218","Leucocytozoon",33.6551166666667,-10.8661166666667
"393","AFR219","Leucocytozoon",33.6551166666667,-10.8661166666667
"394","AFR219","Leucocytozoon",33.8111666666667,-9.41155
"395","AFR219","Leucocytozoon",33.8111666666667,-9.41155
"396","AFR220","Leucocytozoon",33.8111666666667,-9.41155
"397","AFR220","Leucocytozoon",33.8111666666667,-9.41155
"398","AFR220","Leucocytozoon",33.8111666666667,-9.41155
"399","AFR220","Leucocytozoon",33.8111666666667,-9.41155
"400","AFR222","Leucocytozoon",33.8111666666667,-9.41155
"401","AFR222","Leucocytozoon",33.8111666666667,-9.41155
"402","AFR222","Leucocytozoon",33.8111666666667,-9.41155
"403","AFR222","Leucocytozoon",33.8111666666667,-9.41155
"404","AFR223","Leucocytozoon",33.8111666666667,-9.41155
"405","AFR223","Leucocytozoon",33.8111666666667,-9.41155
"406","AFR223","Leucocytozoon",33.8111666666667,-9.41155
"407","AFR224","Leucocytozoon",33.8111666666667,-9.41155
"408","AFR225","Leucocytozoon",33.6551166666667,-10.8661166666667
"409","AFR225","Leucocytozoon",33.8111666666667,-9.41155
"410","AFR225","Leucocytozoon",33.8111666666667,-9.41155
"411","AFR226","Leucocytozoon",33.8111666666667,-9.41155
"412","AFR226","Leucocytozoon",33.8111666666667,-9.41155
"413","AFR226","Leucocytozoon",33.8111666666667,-9.41155
"414","AFR228","Leucocytozoon",33.6551166666667,-10.8661166666667
"415","AFR228","Leucocytozoon",33.6551166666667,-10.8661166666667
"416","AFR228","Leucocytozoon",33.8111666666667,-9.41155
"417","AFR229","Leucocytozoon",33.8111666666667,-9.41155
"418","AFR229","Leucocytozoon",33.8111666666667,-9.41155
"419","AFR229","Leucocytozoon",33.8111666666667,-9.41155
"420","AFR230","Leucocytozoon",33.8111666666667,-9.41155
"421","AFR231","Leucocytozoon",33.8111666666667,-9.41155
"422","AFR232","Leucocytozoon",33.8111666666667,-9.41155
"423","AFR233","Leucocytozoon",33.8111666666667,-9.41155
"424","AFR234","Leucocytozoon",33.8111666666667,-9.41155
"425","AFR234","Leucocytozoon",33.8111666666667,-9.41155
"426","AFR235","Leucocytozoon",33.6551166666667,-10.8661166666667
"427","AFR236","Leucocytozoon",33.8111666666667,-9.41155
"428","AFR236","Leucocytozoon",33.8111666666667,-9.41155
"429","AFR237","Leucocytozoon",33.8111666666667,-9.41155
"430","AFR237","Leucocytozoon",33.8111666666667,-9.41155
"431","AFR238","Leucocytozoon",33.6551166666667,-10.8661166666667
"432","AFR239","Leucocytozoon",33.8111666666667,-9.41155
"433","AFR239","Leucocytozoon",33.8111666666667,-9.41155
"434","AFR241","Leucocytozoon",33.8111666666667,-9.41155
"435","AFR242","Leucocytozoon",33.8111666666667,-9.41155
"436","AFR243","Leucocytozoon",33.8111666666667,-9.41155
"437","AFR244","Leucocytozoon",33.8111666666667,-9.41155
"438","AFR245","Leucocytozoon",33.8111666666667,-9.41155
"439","AFR246","Leucocytozoon",33.8111666666667,-9.41155
"440","AFR247","Leucocytozoon",33.8111666666667,-9.41155
"441","AFR248","Leucocytozoon",33.8111666666667,-9.41155
"442","AFR251","Leucocytozoon",33.6551166666667,-10.8661166666667
"443","AFTRU09","Plasmodium",8.69083333333333,3.5
"444","AFTRU4","Plasmodium",33.6551166666667,-10.8661166666667
"445","AFTRU4","Plasmodium",33.6551166666667,-10.8661166666667
"446","AFTRU4","Plasmodium",20.915,48.6161
"447","AFTRU5","Plasmodium",-5.76666666666667,36.95
"448","AFTRU5","Plasmodium",19,68.4166666666667
"449","AFTRU5","Plasmodium",8.69083333333333,3.5
