"","x","y","aet","Ec.Het","Humanpopdens","Human_footprint","Prec.seas.","rad","shannon_diversity","trange","Temperature","precipitation","Host_richness","Degree_of_generalism"
"296",33.875,67.875,-1.62434329826503,NA,-0.209519368000389,-0.799489860433752,-0.417459358665061,-1.15115217049161,0.929826545012739,0.963946063805703,-1.86243582211314,-0.732066155102131,-1.01144655519753,0.00923685748584254
"297",33.875,68.125,-1.47531315101517,NA,-0.201892336705317,-0.886746439873551,-0.389126127955239,-1.15115217049161,0.0912847093642126,1.00789812317006,-1.82260430101796,-0.782013864555128,-1.03080769247016,0.00923685748584254
"298",34.125,67.875,-1.50769375434607,NA,-0.220696669138644,-0.975715451101262,-0.410611645200488,-1.15115217049161,0.814614722700895,0.986227153726845,-1.8056803087838,-0.782873385367896,-1.01790026762174,0.00923685748584254
"299",34.125,68.125,-1.4778227526544,NA,-0.226895629115008,-1.18362093743719,-0.390174798453845,-1.15115217049161,-0.0551910141852722,0.970337872907831,-1.81675284508978,-0.793856151308804,-1.03726140489437,0.00923685748584254
"300",35.125,38.125,-1.22659695735471,-0.252299442881182,-0.188481851162863,-0.074063262722835,0.114942680989059,-0.505404171270707,-0.563193602134752,0.968007328955149,-0.538555255568779,-0.937873638603479,-0.449973574291434,0.280170171579201
"301",36.875,55.625,-0.896731865949981,-0.966711283477754,0.0805766140731316,1.54987090753962,-0.489937967670759,-1.03170745387271,0.722787039378558,0.887266853147712,-1.07186880886209,-0.605907600250489,-0.798474045198669,-0.972400031432141
"302",39.125,55.875,-0.604702220239206,-0.90324556273811,-0.0127168161780912,0.552708647540824,-0.473468239158006,-1.01180000110289,0.224841450295422,1.38327206850362,-1.02339040433039,-0.629114662195191,-0.785566620350253,0.0591976318945175
"303",4.625,43.625,0.975964510208628,1.65520973708929,-0.112357685107907,0.953874719900841,-0.286926384885159,-0.757979978287744,1.62250896158365,0.103987181133618,0.186149162447812,-0.516708440347816,-0.579047822775595,0.905802376467509
"304",4.625,48.375,-0.297691522472591,-0.0837307954304941,-0.196882186488206,0.126086809983974,-1.43884861582042,-0.957054505985902,0.452565883146572,-0.0341223082177436,-0.355520571080734,-0.408790827189327,-0.798474045198669,0.905802376467509
"305",40.625,44.125,-0.00807087236478143,0.227244080796788,-0.202187267138702,-0.458205385638716,-1.13546759738802,-0.674617519814141,-0.481178626773823,0.564295655897938,-0.603531307042063,0.0912592812157988,-0.643584947017676,1.66568257783716
"306",43.875,40.375,-1.18086089381541,0.0294817845449443,-0.171006129999875,0.052990799205549,0.0172171058301774,-0.629825751082055,-1.38257026563004,1.46053702401902,-0.738220442898361,-0.961271705173246,-0.527418123381931,1.88425469914685
"307",44.125,40.375,-1.05809417083273,0.296314995365677,-0.190072392022573,-0.0137048755999591,-0.180154154617454,-0.612406729908466,-1.46691818381021,1.09979869657486,-1.09973603654812,-0.778289274366483,-0.456427286715642,1.88425469914685
"308",44.625,40.375,-0.748078938588695,-0.0285949979676871,0.0752818778194224,0.666210330618607,0.0110120342203618,-0.58876662974431,0.122051379656921,1.27840877474174,-0.814957347763966,-0.896043625715504,-0.46288099913985,2.73294264027502
"309",44.625,40.625,-0.436597600863455,0.201499306246619,-0.169635986004513,0.324203616106351,0.0133939467758608,-0.608674082514126,0.19439110367012,0.867395091270371,-1.21174524173359,-0.648979143201359,-0.591955247624011,2.61170150582814
"310",46.125,38.875,-1.27384122005848,0.598552864368625,-0.176800547791572,-0.16846060965605,0.0266821951826509,-0.530288487232976,-1.19930168907101,1.29386085860248,-0.320303824132828,-1.06766128133125,-0.36607531277673,1.70752533610928
"311",46.125,39.375,-0.507205024261465,0.670481004095368,-0.212953352531339,0.0397776502647864,-0.268113203980855,-0.534021134627317,-0.959982888558033,1.10722051251207,-0.889914945363545,-0.794906676746625,-0.411251299746186,2.45004665989896
"312",46.375,39.125,0.204535742542126,1.1759523843347,-0.128299344020572,-0.151843149541332,-0.0664204757479306,-0.538997997819771,0.174647390868797,0.90076109238288,-0.596295605461996,-0.858511216891362,-0.391890162473562,1.08282358767798
"313",46.875,50.875,-0.914444243965182,-0.9599197517198,-0.210837921984302,-0.0243528489674768,-0.96509371265803,-0.971985095563263,-0.542121014284458,2.62016282453733,-0.819039305669056,-1.01952811581632,-0.779112907926045,1.88425469914685
"314",47.125,50.875,-1.0974373540081,-1.11200347351339,-0.211150839987128,0.0264322963990327,-0.959743398092571,-0.971985095563263,-0.624198608116712,2.60056766729487,-0.820094453442719,-1.02105615281679,-0.792020332774461,1.88425469914685
"315",59.875,57.375,-0.795086082460739,-0.21830367081575,-0.150941875168743,0.00515568110323351,0.0796709057614332,-0.988159900938739,-0.924293398878032,1.57662869318587,-1.48269266273755,-0.720510375286047,-0.72748320853238,0.267246846055411
"316",6.375,46.625,-0.151575234809173,1.78068817758843,-0.113422764867493,0.838373947131243,-1.46061214657703,-0.862494105329277,1.75517905201538,-0.0803123884575333,-0.716937361473578,0.438219182635947,-0.804927757622877,1.32816544149182
"317",6.375,52.875,-0.503583576059449,0.474071353457189,-0.0704258696625374,0.43224312683714,-1.21580091660974,-1.11631412814443,0.731366051553114,-0.370153610990834,-0.513844845162742,-0.285497341713579,-0.824288894895501,0.662077883024791
"318",6.625,46.625,-0.0691493533402117,3.08114712011334,0.60493808572467,1.31069770362463,-1.36814355651551,-0.852540378944369,1.36432444540987,0.0589195134903247,-0.504034594040053,0.231265671384252,-0.792020332774461,1.37695987651138
"319",7.125,52.375,-0.575255722732866,-0.0217928844455045,0.0713853535823277,0.923148239124896,-1.19167893362371,-1.09640667537461,0.794766022093244,-0.316138200531116,-0.485019941971075,-0.394465480309889,-0.863011169440749,0.839510054013102
"320",7.375,46.125,-1.05000986353041,3.30260135521298,-0.0916081729560246,0.0656487289619415,-1.33518160908178,-0.832632926174553,1.24714390198129,-0.267176716519743,-1.40776155435516,0.252371682453286,-0.804927757622877,1.00776250476328
"321",7.375,46.875,-0.172723575153744,0.733135414949337,0.478584547388584,1.1962466995922,-1.1246542754894,-0.857517242136823,1.50520487297458,0.0295190608526661,-0.664133402686804,0.110168739096696,-0.759751770653421,1.53784662703478
"322",7.375,52.375,-0.63274589744027,-0.761002631859092,0.0398384701341697,0.977151274382983,-1.10178410353007,-1.09640667537461,1.04026105087987,-0.28255005539463,-0.475093557536095,-0.424835215694311,-0.875918594289165,0.839510054013102
