"","x","y","aet","Ec.Het","Humanpopdens","Human_footprint","Prec.seas.","rad","shannon_diversity","trange","Temperature","precipitation","Host_richness","Degree_of_generalism"
"54",-4.625,41.625,-0.315861306360757,-0.944958468517924,1.03512570645884,1.56028610720531,-0.50542686933728,-0.755176587554093,0.307461296470285,0.556602900541607,-0.0829100610595394,-0.791295365741521,-0.704161245204584,0.241825134438088
"55",-4.875,41.375,-0.406377018823175,-0.760263869526193,-0.15145025461227,0.741704912949992,-0.518725028796248,-0.745011493854791,0.0287738549392961,0.524536379850287,-0.0768275989348168,-0.792606639031874,-0.654755193984037,0.108144290811468
"56",-40.875,-14.125,0.406346276035148,-0.571925503715742,-0.337229691691501,-0.0967130475980561,1.30434726445458,1.15967293805193,-1.75486893916837,-1.11575973989938,1.2409658790086,-0.550676716961814,0.870656637450344,-0.744763601917361
"57",-40.875,-15.625,1.18980115417797,0.0732972777834261,-0.281891638426342,-0.198161054546881,0.683765417588413,1.14569593421539,0.272947065496447,-1.02672695655316,0.924435278418145,-0.244986131148348,0.876832393852912,-0.631443831288187
"58",-41.125,-15.625,1.2867808906729,-0.271093103655426,-0.256554309101994,-0.259649172023345,1.09293996973659,1.13553084051609,0.288632387851244,-0.988431405799265,0.954189608186413,-0.279407055020117,0.722438483788703,-0.631443831288187
"59",-42.125,-13.375,1.05802463836826,-0.447787241409435,-0.265224521324904,-0.170994311203589,1.42469209279616,1.23464050408428,-0.268656479663597,-0.825509496605463,1.0340199700079,-0.162785686759375,0.69773545817843,-0.518776160112623
"60",-44.125,-16.875,0.652965078615772,-0.654182086393183,-0.35586158851242,0.00886834453931793,1.48981263517619,1.19143885586225,-0.296929637886808,-0.696167249058062,0.996866089895532,0.273540500605457,0.815074829827229,-0.395699837898524
"61",-44.375,-14.875,1.30055462442863,-1.06222404729895,-0.346564340991472,-0.0718422664544102,1.77356108599807,1.18127376216295,-1.07798705672481,-0.716292574265204,1.21146488534496,-0.0387064516597677,0.802723317022092,-0.753610744857168
"62",-44.875,-17.375,0.640909397925632,-0.599647990503086,0.0985271352100866,0.517057913926673,1.64969762922855,1.23082859394704,0.25199185362629,-0.527671777171326,1.23289748199173,0.0105482513091093,0.950941470683732,-0.180464485980471
"63",-45.125,-2.375,1.33340864668252,1.13038811619219,-0.323963927775829,-0.138187350899449,1.20706700797624,1.10884746955542,0.727412559923027,-1.48187881034349,1.64165849524491,1.25797892333766,1.01887479111198,-0.420583553815126
"64",-45.375,-2.375,1.2015866207472,0.567138948621086,-0.319561754113691,-0.47382052448173,1.06235812084114,1.08978791886923,0.601170020543798,-1.48468171805088,1.64235531925851,1.72782453418714,1.04975357312483,-0.420583553815126
"65",-45.375,-22.125,0.629784439380577,-0.630844462859562,-0.209553163998991,0.0875464669723411,0.996845961283009,1.15967293805193,-0.564200852639695,-0.386572743819924,0.642260467366301,0.740107928229049,1.66732921338166,-0.152574189386628
"66",-45.375,-22.375,0.568335773171774,-0.577945951948846,0.313473863280824,0.504918203990511,0.935304659776235,1.16348484818917,-0.0324645075995121,-0.371001789075065,0.588623605711403,0.74822143171312,1.85260190545871,-0.794803337503304
"67",-46.375,-14.375,1.10757507132938,0.375695608977091,-0.292981555010348,-0.288484867595629,1.3899762894087,1.15586102791469,0.155052914105875,-0.860869900382201,1.33296183528089,0.362133402284906,0.740965752996408,-0.648036588589434
"68",-49.875,-28.625,0.510003059452331,-0.375032006702751,-0.368568120177429,-0.472276911760191,-1.12638052459278,1.31341998025387,0.400092644410504,-0.750977841799315,0.257217323235545,0.812555777521019,1.13621416276078,0.317477898152186
"69",-5.125,38.875,-0.106954716449028,-0.40105591275297,-0.341493915417026,-0.145703187322984,0.252498557720976,-0.617947822613515,0.37131308743875,0.6341054384651,0.31991150675592,-0.64984175954473,-0.60534914276349,-0.601836452733133
"70",-5.125,40.875,-0.578163470385285,-1.02513567902808,-0.295777753924638,0.275148756562621,-0.504247915066416,-0.720869396318949,-1.21684355033995,0.499706735460942,-0.158368927726238,-0.784247271805873,-0.697985488802016,-0.699252532288599
"71",-5.875,40.375,0.868183719817503,0.035894732455105,-0.210052362439917,0.132221408965212,0.0816980980075704,-0.704351119057583,0.619569270138976,0.20816656368457,-0.0960276622471783,-0.326039211408265,-0.642403681178901,0.241825134438088
"72",-5.875,40.625,0.563010455111491,-0.232629831484361,-0.338415011069767,0.00887052354383706,0.0465426433453463,-0.714516212756885,0.373697971936759,0.32741834348538,-0.138184673753394,-0.322023436956588,-0.636227924776332,0.241825134438088
"73",-50.375,-0.125,1.75900681855171,0.588622681381979,-0.265720370154395,-0.920580125615414,0.675889379037924,1.01609098954929,0.428639851452129,-1.53864307827584,1.69043152756639,1.75290263586517,1.54998984173286,-0.31838445044334
"74",-54.125,-14.625,0.377336060901339,-0.495596156036312,-0.378766708231951,-0.523470904301222,1.19656305692139,1.35789226518832,-0.491867457684504,-0.505822781911543,1.18039497887521,1.18872730269094,1.24737777800701,-0.41452505367633
"75",-55.125,-4.875,1.54557712143506,-1.20375605292031,-0.380007523333024,-1.21895181971953,0.479616919058211,1.08978791886923,-1.89778212238161,-1.27258631387161,1.53259984040513,1.43032940643841,1.69203223899193,-0.686101555224851
"76",-55.375,-0.375,2.06118851518559,-1.326864360195,-0.380130992148738,-1.10622427008318,0.0737444704619118,1.09359982900647,-1.89778212238161,-1.41881388455839,1.47647042155744,1.80273102089856,1.10533538074794,-0.171707062178592
"77",-55.375,-3.375,1.60678856166671,4.09749803855087,-0.372021411724787,-1.09319467694261,0.45088466990633,1.07454027832027,-0.4043394213884,-1.42857482092748,1.61490266050919,1.12414709314107,2.01317157192549,-0.602555319350807
"78",-55.625,-0.375,2.0945903674517,-1.25314779998143,-0.380025156388508,-1.10648444651162,0.041924219824816,1.11138874298024,-1.89778212238161,-1.41928175740818,1.51151707459565,1.85706690786754,1.12386264995565,-0.171707062178592
"79",-55.625,-0.625,2.06532004955035,-1.27876479440926,-0.380045900584958,-1.10653161165489,0.0507482775411485,1.13426020380367,-1.89778212238161,-1.42092377862246,1.51854048513517,1.86976986786783,1.13003840635821,-0.701436855525743
"80",-55.625,-15.625,0.852909246849285,-0.0864574031364191,-0.373858894025244,-0.0591502355673433,0.778009927600604,1.4252360109462,0.481753611578664,-0.681429540427349,1.34178965596796,0.613652010290669,1.4635292520969,-0.642474664155632
"81",-55.625,-15.875,0.83862729538743,-0.0353209808812411,-0.369228188581372,-0.392247559824682,0.806040684779017,1.4354011046455,0.590614404595613,-0.672717162749822,1.39196085661076,0.585623543709381,1.38942017526608,-0.642474664155632
"82",-55.625,-3.375,1.63902049377424,-0.140221465515908,-0.377734245475022,-1.20311152983702,0.377167661944526,1.08470537201958,-1.87141678932489,-1.4089403964537,1.59939432995287,1.23208127585322,1.94523825149724,-0.492001139936775
"83",-55.625,-3.625,1.56990969856324,0.137641042344857,-0.375783189304118,-1.19327558583597,0.33136398510062,1.08470537201958,-1.38161810568528,-1.38995650035994,1.59867772787009,1.23667073236946,1.98846854631521,-0.405416643590992
"84",-55.875,47.875,-0.813000290454724,0.897620972040278,-0.350816180902229,-1.02598989497884,-1.21125146133576,-0.85047434098505,1.0290476601589,0.793542990013088,-1.0313563853672,0.877627714554781,-0.784446078437972,0.116114450545621
"85",-55.875,48.125,-0.847910090255488,1.06434500265259,-0.380130992148738,-1.16747630764747,-1.21761666082034,-0.858098161259526,0.624669037545638,0.930819531541859,-1.07548633057267,0.702736639454,-0.802973347645678,0.116114450545621
"86",-56.125,47.875,-0.905312107107156,-0.0364781773983767,-0.380113982236578,-1.121295355352,-1.25145123480725,-0.858098161259526,-0.0177239461880202,0.855404394752404,-1.04830935629059,0.780101763584804,-0.784446078437972,0.116114450545621
"87",-56.125,48.125,-0.893847292588173,0.201435258547962,-0.380123004262508,-1.21299482834249,-1.23679315325144,-0.860639434684352,0.327015586310496,0.964047187541902,-1.09240451697729,0.63963161235578,-0.802973347645678,0.116114450545621
"88",-56.625,-29.875,0.66153244972046,-0.447677639034097,-0.372840803776415,-0.320513584294339,-0.975293460747251,1.47224956930547,-0.848574605680846,-0.0917974467615223,0.800181890208442,0.706834368486352,0.395123394452581,0.00648781167813904
"89",-56.875,-18.375,1.46220487593773,2.19339722678798,-0.379634319139268,-1.01921149392249,0.592054929883293,1.54594649862541,-0.409369990915845,-0.853752020139801,1.55907286443707,0.224859479701116,1.03740206031969,0.158146399171364
"90",-58.375,-12.125,1.51705069897577,-0.214845574369861,-0.378874798415191,-1.12219327988027,1.10983936107441,1.38457563614899,-0.406303182001163,-0.649306128049631,1.41920377086142,1.26174883404745,1.37089290605838,-0.224726234971893
"91",-59.875,51.875,-1.17602552987962,-0.508193258949234,-0.380130992148738,-1.23088146895427,-0.937138618644185,-0.87842834865813,0.663087428110872,1.73286016381659,-1.67769685063595,0.194618239442359,-0.883258180879066,0.352538073758623
"92",-59.875,52.125,-1.26965358256937,-0.78933513133882,-0.380130992148738,-1.23088146895427,-0.936734976058231,-0.880969622082956,-0.281034869593801,1.68975286152583,-1.72059142405875,0.166671727441718,-0.889433937281634,0.352538073758623
"93",-6.125,40.125,0.720386977436164,0.0492897481427124,-0.121915330473486,-0.0205855442835752,0.173408712340412,-0.694186025358281,0.973859278243505,0.288512927040494,0.26325274293038,-0.525598615283821,-0.630052168373764,-0.203754851639595
"94",-6.125,41.875,0.455251947610397,-0.828919002290727,-0.342266045160196,-0.412867400330183,-0.113732710050241,-0.785671868651999,0.962386242041934,0.344197658739379,-0.180083522279425,-0.310467841085343,-0.735040027217426,-0.355768068130598
"95",-6.375,43.375,0.477923355997442,0.580445829445989,-0.272443988478118,-0.0213402400920619,-0.512779922942593,-0.84157988399816,1.00823194728358,-0.443384199630379,-0.161620880070064,0.112008022150143,-0.796797591243109,-0.318676944312359
"96",-6.625,38.875,0.179880676553585,0.413853880808914,0.0555431844198629,0.685179021434493,0.371086747913399,-0.623030369463166,-0.154475225911747,0.591836047580945,0.462938474945446,-0.639269618641262,-0.586821873555785,-0.879179023027574
"97",-6.625,39.125,0.37816065112335,-0.742016098356762,-0.102569764819583,0.237949847251091,0.312703726249418,-0.633195463162468,0.157293230982745,0.549181888256594,0.424061328955646,-0.62050201967309,-0.60534914276349,-0.879179023027574
"98",-6.875,38.875,0.314311733500475,-0.156270018930075,0.0634078593992971,0.852841873157794,0.289133977512435,-0.628112916312817,-0.470793290405892,0.511080320363015,0.441248164495951,-0.635089935028263,-0.574470360750649,-0.879179023027574
"99",-6.875,39.125,0.336994133501408,-0.893513981642409,-0.212275086608884,0.264469978218799,0.222517751288252,-0.638278010012119,0.0244208834866325,0.481242876407038,0.432072024489484,-0.614601289866505,-0.623876411971195,-0.879179023027574
"100",-60.125,51.875,-1.19631589211819,-0.448769821582559,-0.380130992148738,-1.23088146895427,-0.926690704554805,-0.870804528383654,0.95832235597129,1.75275252297967,-1.66229755657862,0.170687501893423,-0.883258180879066,0.352538073758623
"101",-60.125,52.125,-1.28376989027662,-0.84462287159938,-0.380130992148738,-1.23088146895427,-0.924646921277267,-0.87842834865813,-0.143247297439813,1.70757248723434,-1.71288820655921,0.145199627312194,-0.883258180879066,0.352538073758623
"102",-61.875,-3.125,1.34641607131293,-0.834727159941747,-0.379634159530117,-1.096276236414,-0.274037010531494,1.14188402407815,-1.82805066738358,-1.57768521889162,1.64168250841615,2.17890254606846,1.49440803410975,-0.730304773539686
"103",-62.875,-29.125,0.589958198810196,-1.04508587213942,-0.371457599788779,-0.550153063939465,0.746827492101996,1.41380028053448,-0.313529407206819,0.279415519666403,0.849649008699762,-0.306697930375577,0.246905240790941,-0.879179023050074
"104",-63.125,-29.125,0.933522268268102,-0.72647791301265,-0.363769560321164,-0.758546169764732,0.780918734047234,1.42142410080896,-0.192522643797337,0.268876735975962,0.85608797515592,-0.349806039795919,0.246905240790941,-0.879179023050074
"105",-63.125,-30.375,-0.0275130798950717,2.4692126286012,-0.372050783962375,-0.798089497248931,0.566626422001142,1.38457563614899,0.426802434857018,0.172165298013769,0.730025870398585,-0.205893796179719,0.271608266401214,0.0856257123900022
"106",-63.125,0.625,1.10441620219841,2.05101144939251,-0.380042782045065,-1.23088146895427,-0.200804201459206,1.16729675832641,-0.211427945890807,-1.43977249320202,1.67449856029612,1.51662757985974,1.09915962434537,-0.0798745628852199
"107",-63.625,-35.375,0.485639224940755,-1.04419804168328,-0.342364708053676,0.248392493868878,0.26608363015757,1.49639166684131,-1.06331841485795,0.468923543418339,0.41841317868542,-0.207123114889426,-0.173046194583706,-0.617898224124263
"108",-63.875,-18.625,1.63209148266683,0.692781170624329,-0.36424475099811,-0.68619213156539,1.06512063011818,1.31723189039111,0.799439687726478,-0.826649295976676,0.70032457209341,-0.438972623539896,0.870656637450344,-0.879179023042315
"109",-68.375,-17.625,-1.94526842179345,-1.06274773154551,-0.363179678682786,-0.770998264536415,1.96087236737714,1.35662162847591,-1.15942640217115,-0.0195764677659659,-0.506938164472529,-0.833747838516687,-0.56829460434808,-0.399719049667691
"110",-68.375,-17.875,-1.93648757267945,-1.16778419482794,-0.368544835725706,-0.715887926536891,2.1757173838829,1.34518589806419,-1.11962825031536,0.0125438095352287,-0.67758408333518,-0.85907180393662,-0.611524899166059,-0.129831976958273
"111",-68.375,-19.625,-1.96714129058719,-0.89288531315314,-0.377799484529978,-0.96476580969028,3.70000169155902,1.37949308929934,-0.442604582597583,0.0127475895096896,-0.685020847677876,-1.16394284394361,-0.685633975996879,0.522804160744983
"112",-68.625,-20.875,-2.32596943575451,-1.16695500676419,-0.377788332173712,-0.69798435826605,4.24680395106818,1.43031855779585,-0.467989748871762,0.0426225548577921,-1.06424531629501,-1.23852151233241,-0.765918809230267,-0.425264156578628
"113",-68.875,-10.375,1.34067939607916,-1.16583260673844,-0.378937351356478,-0.711880059277898,0.483556668911652,1.2562413281953,-1.74987249094358,-1.04989825742502,1.43348148343018,0.922538824749358,1.86495341826385,-0.114435013650171
"114",-68.875,-18.375,-2.11917960249387,-0.549538450315715,-0.376066270516081,-0.801510898312799,3.00754360630511,1.36043353861314,0.220446981515682,0.00252034782905822,-0.864473065921964,-0.92447155929296,-0.580646117153217,-0.474969767576777
"115",-69.125,-32.875,-1.50161893518718,-0.149364557124234,-0.280784042439374,-0.258176919803728,-0.923165508371651,1.46208447560617,-0.401518802081225,0.22115141619305,-0.492921217261497,-1.01757196290799,-0.53124006593267,0.523152681965038
"116",-69.125,-33.125,-0.984026822445732,-0.0245817406620837,-0.289331834339541,-0.279936101775333,-0.773545687795294,1.47479084273029,-0.327263373693257,0.505917707731529,-0.062032626401617,-0.979626992068415,-0.500361283919829,-0.480279256745102
"117",-69.125,-34.375,-1.8141638620126,-1.21201848432143,-0.365895976515274,-0.728774569957152,-0.801092718827531,1.50782739725302,-0.439264343517968,0.574367040371844,-0.311121144709654,-0.829404245742394,-0.506537040322397,-0.637381952721553
"118",-69.375,-12.875,1.53047655417648,-0.868470094962151,-0.369501435571201,-0.877661203927533,0.249142206874742,1.23718177750911,-1.51616308733215,-1.11560810545379,1.47930620026162,2.14661244129353,2.25402607162565,-0.879179023035595
