"","x","y","aet","Ec.Het","Humanpopdens","Human_footprint","Prec.seas.","rad","shannon_diversity","trange","Temperature","precipitation","Host_richness"
"95",-3.375,39.875,355.33090511777,0.014725270538028,18.4865760803223,12.7565811618456,41.6969678401947,71.75,0.708618702321355,33.1171569824219,14.1613554358482,422.437500000001,99
"96",-3.875,39.625,443.164264808758,0.0352685018480426,25.3495178222656,12.4089825832986,40.1356198787689,72.25,1.31587589003055,32.3873586654664,14.2503865361214,421.687499999999,98
"97",-3.875,40.875,760.475673806333,0.0360691074626574,36.8682594299316,12.7144737988448,39.8299164772029,68.9375,1.11072251428979,26.9441399574281,8.74430775642413,779.249999999976,93
"98",-36.625,-5.375,806.147778006586,0.0497996905956969,23.0737285614014,10.8343447020158,111.139252662659,153.9375,0.454058494863346,11.8296571969986,26.791375875473,630.749999999997,231
"99",-38.125,-11.125,823.924945938496,0.0361894921220086,47.0082969665527,11.3140202522196,42.2224187850953,162.4375,0.256476690048841,14.0067653656006,23.6925188302994,827.687499999999,286
"100",-38.125,-12.625,1010.32347017979,0.0706592419972042,49.3116760253906,20.4503379246756,49.8222422599793,173.25,1.4173868463693,10.2110340595245,24.8068443536758,1741.8125,307
"101",-38.875,-12.125,946.98350640204,0.0442250133363812,372.096099853516,18.5649308096729,26.2748844623569,164.375,0.632016237385122,13.0192815065384,23.4414117336273,977.687500000009,318
"102",-39.625,-18.125,1057.33006247597,0.0470907813751249,18.5008144378662,6.85796514121521,29.6695644855499,170.5,1.54487418312402,13.6699942350387,24.1811037063599,1493.0625,382
"103",-39.875,-5.375,887.399183535719,0.0363599060737689,10.0508432388306,7.56732912542217,98.6992578506464,152.25,1.12184404055937,11.8596558570862,24.3297731876373,759.000000000011,242
"104",-4.125,37.375,693.489703426828,0.0230572642794545,49.6032905578613,13.7574793591541,56.6606769561767,77.1875,1.26273267092149,32.0392807722092,15.188556432724,526.374999999998,94
"105",-4.125,40.375,614.17336575601,0.0324518461362597,88.5420837402344,21.0111212219837,35.2522802352906,70.6875,1.22337050035143,30.3088124990464,14.1784634590149,361.0625,96
"106",-4.375,40.375,735.481811616363,0.0344627402930196,45.711311340332,12.9736134116676,34.6060795783997,70.75,1.38842119950694,29.0487654209138,13.469851911068,351.125,94
"107",-4.625,40.375,778.640702689828,0.0389153354099985,31.8985080718994,8.79318554665912,34.511257648468,70.75,1.37942195524216,27.6308751106262,11.6820168495179,448.187499999996,91
"108",-4.625,41.375,596.972995755425,0.0180610032293097,34.5094299316406,16.4773095275363,33.0995810031891,67.75,1.26433264381277,30.1213274002075,12.0030376911163,403.9375,86
"109",-4.625,41.625,568.710230037766,0.0185735906302394,304.622985839844,22.4716810574233,32.8618113994599,67.25,1.12980540343691,30.1314531564713,12.0962982773781,417.312499999999,80
"110",-4.875,37.375,582.509421168747,0.0156714689548083,79.52880859375,18.041501329053,65.6835565567015,76.75,0.418277094025201,30.5314534902573,17.0192464590072,567.562500000002,100
"111",-4.875,41.375,544.693318798748,0.0228676495103647,49.2217483520508,15.8812865307643,32.4862384796143,67.75,0.987026345751004,29.8241872787476,12.1471472382545,416.312499999998,88
"112",-40.875,-14.125,760.336577891459,0.0272464241826704,9.23417091369629,9.13118626334349,83.9743099212647,161.4375,0.0732182602774758,14.1066408753395,23.1638091802597,600.812499999999,335
"113",-40.875,-15.625,968.213925992145,0.0422475375323883,21.1452560424805,8.31442869008379,66.4475433826433,160.75,1.11212283637136,14.9597654342651,20.517635345459,833.937500000008,336
"114",-41.125,-15.625,993.945963668468,0.0342406300011429,26.5989189147949,7.8193880567107,78.0036449432368,160.25,1.12015884808762,15.3267187476158,20.7663794755935,807.687499999998,311
"115",-41.875,-18.125,956.6471548569,0.0265866186080629,5.02936792373657,9.71972129414156,77.3764119148253,157.75,0.476511029293632,17.9948595762252,22.7671328783035,1095.6875,367
"116",-42.125,-13.375,933.249113834226,0.0301325779225726,24.732723236084,8.53314805218648,87.3731455802915,165.125,0.834644800789701,16.8878592252731,21.4337557554244,896.625000000002,307
"117",-42.125,-16.625,924.783897741343,0.0251672525148603,11.4658603668213,8.73017611331787,90.8602867126464,158.1875,0.940263510605741,18.6230632066727,22.5722883939743,862.874999999999,292
"118",-42.125,-18.125,972.264017895281,0.028635872723289,3.47433686256409,9.39205438144409,81.5723476409911,157.25,0.571297690662031,18.2314219474792,22.8847028017044,1097.625,361
"119",-42.625,-20.375,808.949895591935,0.0251171220088399,35.119457244873,12.5890154497233,77.2277193069457,160,0.525550792283313,19.7919049263001,20.5536061525344,1282.875,445
"120",-44.125,-16.875,825.772972637962,0.0253339989616674,5.22380018234253,9.9812217072828,89.2123107910155,163,0.82015970283646,18.1272346973419,21.1231518983841,1229.375,326
"121",-44.375,-14.875,997.600605852039,0.0158472234129704,7.22496032714844,9.33142084126087,97.2260689735414,162.5,0.420003019608681,17.9343910217285,22.9171829223633,991.249999999995,324
